5.177373886108398,4247.977
10.181183576583862,4247.977
15.184921503067017,4247.977
20.188034057617188,4247.977
25.196550369262695,4247.977
30.19861388206482,4247.977
35.228182792663574,4247.977
40.23871350288391,3143.829
45.24292612075806,3049.462
50.24886894226074,3028.3032
55.25474214553833,3016.3464
60.26052784919739,3002.7021
65.26666951179504,2993.2598
70.27180790901184,2989.5178
75.27743577957153,2988.3623
80.28342986106873,2986.7812
85.28632140159607,2985.3157
90.2924292087555,2984.0217
95.30462336540222,2983.6108
100.30845046043396,2981.3162
105.31393504142761,2981.1016
110.31809496879578,2979.7195
115.32179832458496,2979.2175
120.32699370384216,2979.09
125.3352439403534,2978.404
130.33768820762634,2978.093
135.3459005355835,2977.8438
140.36305141448975,2977.403
145.37421822547913,2976.9978
150.37252616882324,2976.987
155.3739936351776,2976.9329
160.37867856025696,2976.8936
165.38330698013306,2976.7627
170.38881087303162,2976.7542
175.39359760284424,2976.7217
180.3978385925293,2976.7217
185.4126763343811,2976.5366
190.41306328773499,2976.3474
195.41702890396118,2976.052
200.42450523376465,2975.9844
205.42909812927246,2975.9739
210.43193674087524,2975.6873
215.4519486427307,2975.6738
220.45655131340027,2975.5974
225.47102427482605,2975.5583
230.4777762889862,2975.4714
235.48612189292908,2975.464
240.4911687374115,2975.4512
245.49841213226318,2975.317
250.50154829025269,2975.3127
