run_no,best_fitness,genotype_hash,timestamp
2,3089.8625,1*1*0*1*1*1*1*1*0*1*0*0*1*0*0*1*1*0*0*0,20
2,3083.0925,1*1*0*1*1*1*1*1*0*1*0*0*1*0*0*1*1*0*0*0,25
2,3079.0957,1*1*0*1*1*1*1*1*0*1*0*0*1*0*0*1*1*0*0*0,30
2,3076.8984,1*1*0*1*1*1*1*1*0*1*0*0*1*0*0*1*1*0*0*0,35
2,3076.4956,1*1*0*1*1*1*1*1*0*1*0*0*1*0*0*1*1*0*0*0,40
2,3075.7654,1*1*0*1*1*1*1*1*0*1*0*0*1*0*0*1*1*0*0*0,45
2,3075.0015,1*1*0*1*1*1*1*1*0*1*0*0*1*0*0*1*1*0*0*0,50
2,3074.7307,1*1*0*1*1*1*1*1*0*1*0*0*1*0*0*1*1*0*0*0,55
2,3073.943,1*1*0*1*1*1*1*1*0*1*0*0*1*0*0*1*1*0*0*0,60
2,3073.8892,1*1*0*1*1*1*1*1*0*1*0*0*1*0*0*1*1*0*0*0,65
2,3073.7898,1*1*0*1*1*1*1*1*0*1*0*0*1*0*0*1*1*0*0*0,70
2,3073.7559,1*1*0*1*1*1*1*1*0*1*0*0*1*0*0*1*1*0*0*0,75
2,3073.6982,1*1*0*1*1*1*1*1*0*1*0*0*1*0*0*1*1*0*0*0,80
2,3073.5833,1*1*0*1*1*1*1*1*0*1*0*0*1*0*0*1*1*0*0*0,85
2,3073.476,1*1*0*1*1*1*1*1*0*1*0*0*1*0*0*1*1*0*0*0,90
2,3073.4485,1*1*0*1*1*1*1*1*0*1*0*0*1*0*0*1*1*0*0*0,95
2,3073.4434,1*1*0*1*1*1*1*1*0*1*0*0*1*0*0*1*1*0*0*0,100
2,3073.3718,1*1*0*1*1*1*1*1*0*1*0*0*1*0*0*1*1*0*0*0,105
2,3073.3284,1*1*0*1*1*1*1*1*0*1*0*0*1*0*0*1*1*0*0*0,110
2,3073.3213,1*1*0*1*1*1*1*1*0*1*0*0*1*0*0*1*1*0*0*0,115
2,3073.2676,1*1*0*1*1*1*1*1*0*1*0*0*1*0*0*1*1*0*0*0,120
2,3073.226,1*1*0*1*1*1*1*1*0*1*0*0*1*0*0*1*1*0*0*0,125
2,3073.2192,1*1*0*1*1*1*1*1*0*1*0*0*1*0*0*1*1*0*0*0,130
2,3073.1948,1*1*0*1*1*1*1*1*0*1*0*0*1*0*0*1*1*0*0*0,135
2,3073.1821,1*1*0*1*1*1*1*1*0*1*0*0*1*0*0*1*1*0*0*0,140
2,3073.1753,1*1*0*1*1*1*1*1*0*1*0*0*1*0*0*1*1*0*0*0,145
2,3073.1697,1*1*0*1*1*1*1*1*0*1*0*0*1*0*0*1*1*0*0*0,160
2,3073.1685,1*1*0*1*1*1*1*1*0*1*0*0*1*0*0*1*1*0*0*0,165
2,3073.1648,1*1*0*1*1*1*1*1*0*1*0*0*1*0*0*1*1*0*0*0,175
2,3073.164,1*1*0*1*1*1*1*1*0*1*0*0*1*0*0*1*1*0*0*0,185
2,3073.1567,1*1*0*1*1*1*1*1*0*1*0*0*1*0*0*1*1*0*0*0,190
2,3073.1548,1*1*0*1*1*1*1*1*0*1*0*0*1*0*0*1*1*0*0*0,195
2,3073.154,1*1*0*1*1*1*1*1*0*1*0*0*1*0*0*1*1*0*0*0,200
2,3073.1536,1*1*0*1*1*1*1*1*0*1*0*0*1*0*0*1*1*0*0*0,210
2,3073.1526,1*1*0*1*1*1*1*1*0*1*0*0*1*0*0*1*1*0*0*0,215
2,3073.1494,1*1*0*1*1*1*1*1*0*1*0*0*1*0*0*1*1*0*0*0,220
3,3333.1445,0*0*0*0*1*1*1*1*0*1*0*0*1*0*1*0*1*0*1*0,0
3,3188.777,0*1*0*0*1*1*1*1*0*1*0*0*1*0*1*1*1*0*1*0,5
3,3160.5806,0*1*0*0*1*1*1*1*0*1*0*0*1*0*1*1*1*0*1*0,10
3,3123.1792,0*1*0*0*1*1*1*1*0*1*0*0*1*0*1*1*1*0*1*0,15
3,3092.375,0*1*0*0*1*1*1*1*0*1*0*0*1*0*1*1*1*0*1*0,20
3,3084.5215,0*1*0*0*1*1*1*1*0*1*0*0*1*0*1*1*1*0*1*0,25
3,3079.822,0*1*0*0*1*1*1*1*0*1*0*0*1*0*1*1*1*0*1*0,30
3,3073.3862,0*1*0*0*1*1*1*1*0*1*0*0*1*0*1*1*1*0*1*0,35
3,3069.9114,0*1*0*0*1*1*1*1*0*1*0*0*1*0*1*1*1*0*1*0,40
3,3068.2703,0*1*0*0*1*1*1*1*0*1*0*0*1*0*1*1*1*0*1*0,45
3,3066.2183,0*1*0*0*1*1*1*1*0*1*0*0*1*0*1*1*1*0*1*0,50
3,3065.5088,0*1*0*0*1*1*1*1*0*1*0*0*1*0*1*1*1*0*1*0,55
3,3064.5222,0*1*0*0*1*1*1*1*0*1*0*0*1*0*1*1*1*0*1*0,60
3,3063.6406,0*1*0*0*1*1*1*1*0*1*0*0*1*0*1*1*1*0*1*0,65
3,3063.0532,0*1*0*0*1*1*1*1*0*1*0*0*1*0*1*1*1*0*1*0,70
3,3062.5022,0*1*0*0*1*1*1*1*0*1*0*0*1*0*1*1*1*0*1*0,75
3,3061.774,0*1*0*0*1*1*1*1*0*1*0*0*1*0*1*1*1*0*1*0,80
3,3061.681,0*1*0*0*1*1*1*1*0*1*0*0*1*0*1*1*1*0*1*0,85
3,3061.6694,0*1*0*0*1*1*1*1*0*1*0*0*1*0*1*1*1*0*1*0,90
3,3061.6306,0*1*0*0*1*1*1*1*0*1*0*0*1*0*1*1*1*0*1*0,95
3,3061.4668,0*1*0*0*1*1*1*1*0*1*0*0*1*0*1*1*1*0*1*0,100
3,3061.372,0*1*0*0*1*1*1*1*0*1*0*0*1*0*1*1*1*0*1*0,105
3,3061.3655,0*1*0*0*1*1*1*1*0*1*0*0*1*0*1*1*1*0*1*0,110
3,3061.3489,0*1*0*0*1*1*1*1*0*1*0*0*1*0*1*1*1*0*1*0,115
3,3061.3438,0*1*0*0*1*1*1*1*0*1*0*0*1*0*1*1*1*0*1*0,120
3,3061.3,0*1*0*0*1*1*1*1*0*1*0*0*1*0*1*1*1*0*1*0,125
3,3061.2485,0*1*0*0*1*1*1*1*0*1*0*0*1*0*1*1*1*0*1*0,130
3,3061.2434,0*1*0*0*1*1*1*1*0*1*0*0*1*0*1*1*1*0*1*0,135
3,3061.2417,0*1*0*0*1*1*1*1*0*1*0*0*1*0*1*1*1*0*1*0,140
3,3061.2405,0*1*0*0*1*1*1*1*0*1*0*0*1*0*1*1*1*0*1*0,145
3,3061.238,0*1*0*0*1*1*1*1*0*1*0*0*1*0*1*1*1*0*1*0,155
3,3061.212,0*1*0*0*1*1*1*1*0*1*0*0*1*0*1*1*1*0*1*0,160
3,3061.1096,0*1*0*0*1*1*1*1*0*1*0*0*1*0*1*1*1*0*1*0,165
3,3061.0796,0*1*0*0*1*1*1*1*0*1*0*0*1*0*1*1*1*0*1*0,170
3,3061.0737,0*1*0*0*1*1*1*1*0*1*0*0*1*0*1*1*1*0*1*0,180
3,3061.0667,0*1*0*0*1*1*1*1*0*1*0*0*1*0*1*1*1*0*1*0,190
3,3061.0635,0*1*0*0*1*1*1*1*0*1*0*0*1*0*1*1*1*0*1*0,195
3,3061.062,0*1*0*0*1*1*1*1*0*1*0*0*1*0*1*1*1*0*1*0,205
4,3247.842,0*0*0*0*0*1*1*1*1*1*0*1*2*0*0*0*1*1*1*1,0
4,3160.2087,0*0*0*0*0*1*1*1*1*2*0*1*2*0*0*0*1*1*1*1,5
4,3146.8655,0*0*0*0*0*1*1*1*1*2*0*1*2*0*0*0*1*1*1*1,10
4,3135.5417,0*0*0*0*0*1*1*1*1*2*0*1*2*0*0*0*1*1*1*1,15
4,3130.621,0*0*0*0*0*1*1*1*1*2*0*1*2*0*0*0*1*1*1*1,20
4,3121.6694,0*0*0*0*0*1*1*1*1*1*0*1*2*0*0*0*1*1*1*1,25
4,3103.95,0*0*0*0*0*1*1*1*1*1*0*1*2*0*0*0*1*1*1*1,30
4,3096.1252,0*0*0*0*0*1*1*1*1*1*0*1*2*0*0*0*1*1*1*1,35
4,3084.6628,0*0*0*0*0*1*1*1*1*1*0*1*2*0*0*0*1*1*1*1,40
4,3083.9155,0*0*0*0*0*1*1*1*1*1*0*1*2*0*0*0*1*1*1*1,45
4,3083.1658,0*0*0*0*0*1*1*1*1*1*0*1*2*0*0*0*1*1*1*1,50
4,3082.077,0*0*0*0*0*1*1*1*1*1*0*1*2*0*0*0*1*1*1*1,55
4,3080.7273,0*0*0*0*0*1*1*1*1*1*0*1*2*0*0*0*1*1*1*1,60
4,3078.8447,0*0*0*0*0*1*1*1*1*1*0*1*2*0*0*0*1*1*1*1,65
4,3070.8884,0*0*0*0*0*1*1*1*1*1*0*1*2*0*0*0*1*1*1*1,70
4,3070.124,0*0*0*0*0*1*1*1*1*1*0*1*2*0*0*0*1*1*1*1,75
4,3069.8594,0*0*0*0*0*1*1*1*1*1*0*1*2*0*0*0*1*1*1*1,85
4,3069.7812,0*0*0*0*0*1*1*1*1*1*0*1*2*0*0*0*1*1*1*1,95
4,3069.7437,0*0*0*0*0*1*1*1*1*1*0*1*2*0*0*0*1*1*1*1,100
4,3069.7356,0*0*0*0*0*1*1*1*1*1*0*1*2*0*0*0*1*1*1*1,105
4,3069.645,0*0*0*0*0*1*1*1*1*1*0*1*2*0*0*0*1*1*1*1,110
4,3069.2388,0*0*0*0*0*1*1*1*1*1*0*1*2*0*0*0*1*1*1*1,115
4,3069.2144,0*0*0*0*0*1*1*1*1*1*0*1*2*0*0*0*1*1*1*1,125
4,3069.1377,0*0*0*0*0*1*1*1*1*1*0*1*2*0*0*0*1*1*1*1,130
4,3068.9653,0*0*0*0*0*1*1*1*1*1*0*1*2*0*0*0*1*1*1*1,135
4,3068.9548,0*0*0*0*0*1*1*1*1*1*0*1*2*0*0*0*1*1*1*1,140
4,3068.9526,0*0*0*0*0*1*1*1*1*1*0*1*2*0*0*0*1*1*1*1,145
4,3068.8855,0*0*0*0*0*1*1*1*1*1*0*1*2*0*0*0*1*1*1*1,150
4,3068.859,0*0*0*0*0*1*1*1*1*1*0*1*2*0*0*0*1*1*1*1,155
4,3068.7266,0*0*0*0*0*1*1*1*1*1*0*1*2*0*0*0*1*1*1*1,165
4,3068.7217,0*0*0*0*0*1*1*1*1*1*0*1*2*0*0*0*1*1*1*1,170
4,3068.7195,0*0*0*0*0*1*1*1*1*1*0*1*2*0*0*0*1*1*1*1,175
4,3068.6912,0*0*0*0*0*1*1*1*1*1*0*1*2*0*0*0*1*1*1*1,180
4,3068.6814,0*0*0*0*0*1*1*1*1*1*0*1*2*0*0*0*1*1*1*1,185
4,3068.57,0*0*0*0*0*1*1*1*1*1*0*1*2*0*0*0*1*1*1*1,190
4,3068.5688,0*0*0*0*0*1*1*1*1*1*0*1*2*0*0*0*1*1*1*1,195
4,3068.5625,0*0*0*0*0*1*1*1*1*1*0*1*2*0*0*0*1*1*1*1,205
4,3068.5598,0*0*0*0*0*1*1*1*1*1*0*1*2*0*0*0*1*1*1*1,220
5,3373.9683,0*1*1*0*0*1*1*1*0*2*1*1*2*0*1*2*0*1*1*0,0
5,3170.7375,0*0*0*1*0*1*1*1*0*1*0*0*1*0*0*1*1*0*0*0,5
5,3158.154,0*0*0*1*0*1*1*1*0*1*0*0*1*0*0*1*1*0*0*0,10
5,3145.186,0*0*0*1*0*1*1*1*0*1*0*0*1*0*0*1*1*0*0*0,15
5,3137.0042,0*0*0*1*0*1*1*1*0*1*0*0*1*0*0*1*1*0*0*0,20
5,3136.157,0*0*0*1*0*1*1*1*0*1*0*0*1*0*0*1*1*0*0*0,25
5,3135.1082,0*0*0*1*0*1*1*1*0*1*0*0*1*0*0*1*1*0*0*0,30
5,3132.9773,0*0*0*1*0*1*1*1*0*1*0*0*1*0*0*1*1*0*0*0,35
5,3131.2844,0*0*0*1*0*1*1*1*0*1*0*0*1*0*0*1*1*0*0*0,40
5,3131.129,0*0*0*1*0*1*1*1*0*1*0*0*1*0*0*1*1*0*0*0,45
5,3129.5464,0*0*0*1*0*1*1*1*0*1*0*0*1*0*0*1*1*0*0*0,50
5,3119.2883,0*0*0*1*0*1*1*1*0*1*0*0*1*0*0*1*1*0*0*0,55
5,3116.1438,0*0*0*1*0*1*1*1*0*1*0*0*1*0*0*1*1*0*0*0,60
5,3091.54,0*0*0*1*0*1*1*1*0*1*0*0*1*0*0*1*1*0*0*0,65
5,3083.8083,0*0*0*1*0*1*1*1*0*1*0*0*1*0*0*1*1*0*0*0,70
5,3080.7456,0*0*0*1*0*1*1*1*0*1*0*0*1*0*0*1*1*0*0*0,75
5,3080.5754,0*0*0*1*0*1*1*1*0*1*0*0*1*0*0*1*1*0*0*0,80
5,3079.045,0*0*0*1*0*1*1*1*0*1*0*0*1*0*0*1*1*0*0*0,85
5,3078.6514,0*0*0*1*0*1*1*1*0*1*0*0*1*0*0*1*1*0*0*0,90
5,3077.7231,0*0*0*1*0*1*1*1*0*1*0*0*1*0*0*1*1*0*0*0,95
5,3077.5225,0*0*0*1*0*1*1*1*0*1*0*0*1*0*0*1*1*0*0*0,100
5,3077.4685,0*0*0*1*0*1*1*1*0*1*0*0*1*0*0*1*1*0*0*0,105
5,3077.4106,0*0*0*1*0*1*1*1*0*1*0*0*1*0*0*1*1*0*0*0,110
5,3077.4006,0*0*0*1*0*1*1*1*0*1*0*0*1*0*0*1*1*0*0*0,115
5,3077.3674,0*0*0*1*0*1*1*1*0*1*0*0*1*0*0*1*1*0*0*0,120
5,3077.1633,0*0*0*1*0*1*1*1*0*1*0*0*1*0*0*1*1*0*0*0,125
5,3077.1257,0*0*0*1*0*1*1*1*0*1*0*0*1*0*0*1*1*0*0*0,130
5,3077.098,0*0*0*1*0*1*1*1*0*1*0*0*1*0*0*1*1*0*0*0,135
5,3076.8374,0*0*0*1*0*1*1*1*0*1*0*0*1*0*0*1*1*0*0*0,140
5,3076.8271,0*0*0*1*0*1*1*1*0*1*0*0*1*0*0*1*1*0*0*0,145
5,3076.8167,0*0*0*1*0*1*1*1*0*1*0*0*1*0*0*1*1*0*0*0,150
5,3076.714,0*0*0*1*0*1*1*1*0*1*0*0*1*0*0*1*1*0*0*0,155
5,3076.6907,0*0*0*1*0*1*1*1*0*1*0*0*1*0*0*1*1*0*0*0,160
5,3076.6758,0*0*0*1*0*1*1*1*0*1*0*0*1*0*0*1*1*0*0*0,165
5,3076.6746,0*0*0*1*0*1*1*1*0*1*0*0*1*0*0*1*1*0*0*0,175
5,3076.6516,0*0*0*1*0*1*1*1*0*1*0*0*1*0*0*1*1*0*0*0,180
5,3076.6343,0*0*0*1*0*1*1*1*0*1*0*0*1*0*0*1*1*0*0*0,185
5,3076.6318,0*0*0*1*0*1*1*1*0*1*0*0*1*0*0*1*1*0*0*0,190
5,3076.63,0*0*0*1*0*1*1*1*0*1*0*0*1*0*0*1*1*0*0*0,195
5,3076.6228,0*0*0*1*0*1*1*1*0*1*0*0*1*0*0*1*1*0*0*0,200
6,3197.3352,0*0*0*0*0*1*0*1*1*1*0*1*1*0*0*0*1*1*1*1,0
6,3124.9548,1*0*0*0*2*1*1*1*0*1*1*1*1*0*1*1*1*0*0*0,5
6,3101.546,1*0*0*0*2*1*1*1*0*1*1*1*1*0*1*1*1*0*0*0,10
6,3095.2874,1*0*0*0*2*1*1*1*0*1*1*1*1*0*1*1*1*0*0*0,15
6,3087.9363,1*0*0*0*2*1*1*1*0*1*1*1*1*0*1*1*1*0*0*0,20
6,3072.9895,1*0*0*0*2*1*1*1*0*1*1*1*1*0*1*1*1*0*0*0,25
6,3058.544,1*0*0*0*2*1*1*1*0*1*1*1*1*0*1*1*1*0*0*0,30
6,3053.0234,1*0*0*0*2*1*1*1*0*1*1*1*1*0*1*1*1*0*0*0,35
6,3045.8506,1*0*0*0*2*1*1*1*0*1*1*1*1*0*1*1*1*0*0*0,40
6,3042.512,1*0*0*0*2*1*1*1*0*1*1*1*1*0*1*1*1*0*0*0,45
6,3039.542,1*0*0*0*2*1*1*1*0*1*1*1*1*0*1*1*1*0*0*0,50
6,3036.7708,1*0*0*0*2*1*1*1*0*1*1*1*1*0*1*1*1*0*0*0,55
6,3036.5564,1*0*0*0*2*1*1*1*0*1*1*1*1*0*1*1*1*0*0*0,60
6,3036.1328,1*0*0*0*2*1*1*1*0*1*1*1*1*0*1*1*1*0*0*0,65
6,3035.9734,1*0*0*0*2*1*1*1*0*1*1*1*1*0*1*1*1*0*0*0,70
6,3035.5525,1*0*0*0*2*1*1*1*0*1*1*1*1*0*1*1*1*0*0*0,75
6,3035.0095,1*0*0*0*2*1*1*1*0*1*1*1*1*0*1*1*1*0*0*0,80
6,3034.819,1*0*0*0*2*1*1*1*0*1*1*1*1*0*1*1*1*0*0*0,85
6,3034.5193,1*0*0*0*2*1*1*1*0*1*1*1*1*0*1*1*1*0*0*0,90
6,3034.4548,1*0*0*0*2*1*1*1*0*1*1*1*1*0*1*1*1*0*0*0,100
6,3034.2043,1*0*0*0*2*1*1*1*0*1*1*1*1*0*1*1*1*0*0*0,105
6,3034.1685,1*0*0*0*2*1*1*1*0*1*1*1*1*0*1*1*1*0*0*0,110
6,3034.1594,1*0*0*0*2*1*1*1*0*1*1*1*1*0*1*1*1*0*0*0,115
6,3034.1167,1*0*0*0*2*1*1*1*0*1*1*1*1*0*1*1*1*0*0*0,120
6,3033.8752,1*0*0*0*2*1*1*1*0*1*1*1*1*0*1*1*1*0*0*0,125
6,3033.8408,1*0*0*0*2*1*1*1*0*1*1*1*1*0*1*1*1*0*0*0,130
6,3033.73,1*0*0*0*2*1*1*1*0*1*1*1*1*0*1*1*1*0*0*0,135
6,3033.723,1*0*0*0*2*1*1*1*0*1*1*1*1*0*1*1*1*0*0*0,140
6,3033.7146,1*0*0*0*2*1*1*1*0*1*1*1*1*0*1*1*1*0*0*0,145
6,3033.7073,1*0*0*0*2*1*1*1*0*1*1*1*1*0*1*1*1*0*0*0,150
6,3033.7048,1*0*0*0*2*1*1*1*0*1*1*1*1*0*1*1*1*0*0*0,155
6,3033.6953,1*0*0*0*2*1*1*1*0*1*1*1*1*0*1*1*1*0*0*0,160
6,3033.6904,1*0*0*0*2*1*1*1*0*1*1*1*1*0*1*1*1*0*0*0,185
6,3033.6892,1*0*0*0*2*1*1*1*0*1*1*1*1*0*1*1*1*0*0*0,190
7,3477.9375,1*0*0*1*0*1*1*1*0*1*0*0*0*0*1*1*1*0*0*0,0
7,3285.1914,1*0*0*1*0*1*1*1*0*1*0*0*1*0*1*1*1*0*0*0,5
7,3235.6475,1*0*0*1*0*1*1*1*0*1*0*0*1*0*1*2*1*0*0*0,10
7,3218.8296,1*0*0*1*0*1*1*1*0*1*0*0*1*0*1*2*1*0*0*0,15
7,3209.021,1*0*0*1*0*1*1*1*0*1*0*0*1*0*1*2*1*0*0*0,20
7,3184.0151,1*0*0*1*0*1*1*1*0*1*0*0*1*0*1*2*1*0*0*0,25
7,3175.0588,1*0*0*1*0*1*1*1*0*1*0*0*1*0*1*2*1*0*0*0,30
7,3173.8938,1*0*0*1*0*1*1*1*0*1*0*0*1*0*1*2*1*0*0*0,35
7,3172.2314,1*0*0*1*0*1*1*1*0*1*0*0*1*0*1*2*1*0*0*0,40
7,3171.3682,1*0*0*1*0*1*1*1*0*1*0*0*1*0*1*2*1*0*0*0,45
7,3170.0947,1*0*0*1*0*1*1*1*0*1*0*0*1*0*1*2*1*0*0*0,50
7,3168.813,1*0*0*1*0*1*1*1*0*1*0*0*1*0*1*2*1*0*0*0,55
7,3168.2825,1*0*0*1*0*1*1*1*0*1*0*0*1*0*1*2*1*0*0*0,60
7,3167.8223,1*0*0*1*0*1*1*1*0*1*0*0*1*0*1*2*1*0*0*0,65
7,3167.6008,1*0*0*1*0*1*1*1*0*1*0*0*1*0*1*2*1*0*0*0,70
7,3167.447,1*0*0*1*0*1*1*1*0*1*0*0*1*0*1*2*1*0*0*0,75
7,3166.7576,1*0*0*1*0*1*1*1*0*1*0*0*1*0*1*2*1*0*0*0,80
7,3166.7068,1*0*0*1*0*1*1*1*0*1*0*0*1*0*1*2*1*0*0*0,85
7,3166.353,1*0*0*1*0*1*1*1*0*1*0*0*1*0*1*2*1*0*0*0,90
7,3166.2234,1*0*0*1*0*1*1*1*0*1*0*0*1*0*1*2*1*0*0*0,95
7,3166.2034,1*0*0*1*0*1*1*1*0*1*0*0*1*0*1*2*1*0*0*0,105
7,3166.121,1*0*0*1*0*1*1*1*0*1*0*0*1*0*1*2*1*0*0*0,110
7,3166.0476,1*0*0*1*0*1*1*1*0*1*0*0*1*0*1*2*1*0*0*0,115
7,3166.0024,1*0*0*1*0*1*1*1*0*1*0*0*1*0*1*2*1*0*0*0,120
7,3165.954,1*0*0*1*0*1*1*1*0*1*0*0*1*0*1*2*1*0*0*0,125
7,3165.835,1*0*0*1*0*1*1*1*0*1*0*0*1*0*1*2*1*0*0*0,130
7,3165.753,1*0*0*1*0*1*1*1*0*1*0*0*1*0*1*2*1*0*0*0,135
7,3165.708,1*0*0*1*0*1*1*1*0*1*0*0*1*0*1*2*1*0*0*0,140
7,3165.5383,1*0*0*1*0*1*1*1*0*1*0*0*1*0*1*2*1*0*0*0,145
7,3165.5076,1*0*0*1*0*1*1*1*0*1*0*0*1*0*1*2*1*0*0*0,150
7,3165.4805,1*0*0*1*0*1*1*1*0*1*0*0*1*0*1*2*1*0*0*0,155
7,3165.4736,1*0*0*1*0*1*1*1*0*1*0*0*1*0*1*2*1*0*0*0,160
7,3165.0276,1*0*0*1*0*1*1*1*0*1*0*0*1*0*1*2*1*0*0*0,165
7,3164.768,1*0*0*1*0*1*1*1*0*1*0*0*1*0*1*2*1*0*0*0,180
7,3164.75,1*0*0*1*0*1*1*1*0*1*0*0*1*0*1*2*1*0*0*0,185
7,3164.7437,1*0*0*1*0*1*1*1*0*1*0*0*1*0*1*2*1*0*0*0,190
7,3164.446,1*0*0*1*0*1*1*1*0*1*0*0*1*0*1*2*1*0*0*0,195
7,3164.4456,1*0*0*1*0*1*1*1*0*1*0*0*1*0*1*2*1*0*0*0,200
8,3227.1724,0*1*0*0*0*1*1*1*0*1*1*1*1*0*1*1*0*0*1*0,0
8,3206.1826,0*1*0*0*0*1*2*1*0*2*1*1*1*0*1*1*0*0*1*0,5
8,3197.6216,0*1*0*0*0*1*1*1*0*1*1*1*1*0*1*1*0*0*1*0,10
8,3171.7678,0*1*0*0*0*1*2*0*0*2*1*1*1*0*1*1*0*0*1*0,15
8,3162.6558,0*1*0*0*0*1*2*0*0*2*1*1*1*0*1*1*0*0*1*0,20
8,2992.8672,1*0*0*0*1*1*1*1*0*1*0*1*1*0*1*1*1*0*1*0,25
8,2977.3364,1*0*0*0*1*1*1*1*0*1*0*1*1*0*1*1*1*0*1*0,30
8,2966.7249,1*0*0*0*1*1*1*1*0*1*0*1*1*0*1*1*1*0*1*0,35
8,2964.4375,1*0*0*0*1*1*1*1*0*1*0*1*1*0*1*1*1*0*1*0,40
8,2960.558,1*0*0*0*1*1*1*1*0*1*0*1*1*0*1*1*1*0*1*0,45
8,2957.291,1*0*0*0*1*1*1*1*0*1*0*1*1*0*1*1*1*0*1*0,50
8,2955.3464,1*0*0*0*1*1*1*1*0*1*0*1*1*0*1*1*1*0*1*0,55
8,2952.8914,1*0*0*0*1*1*1*1*0*1*0*1*1*0*1*1*1*0*1*0,60
8,2952.3289,1*0*0*0*1*1*1*1*0*1*0*1*1*0*1*1*1*0*1*0,65
8,2950.9177,1*0*0*0*1*1*1*1*0*1*0*1*1*0*1*1*1*0*1*0,70
8,2950.3357,1*0*0*0*1*1*1*1*0*1*0*1*1*0*1*1*1*0*1*0,75
8,2949.8228,1*0*0*0*1*1*1*1*0*1*0*1*1*0*1*1*1*0*1*0,80
8,2949.5793,1*0*0*0*1*1*1*1*0*1*0*1*1*0*1*1*1*0*1*0,85
8,2949.2249,1*0*0*0*1*1*1*1*0*1*0*1*1*0*1*1*1*0*1*0,95
8,2949.0864,1*0*0*0*1*1*1*1*0*1*0*1*1*0*1*1*1*0*1*0,100
8,2948.9827,1*0*0*0*1*1*1*1*0*1*0*1*1*0*1*1*1*0*1*0,105
8,2948.919,1*0*0*0*1*1*1*1*0*1*0*1*1*0*1*1*1*0*1*0,110
8,2948.8225,1*0*0*0*1*1*1*1*0*1*0*1*1*0*1*1*1*0*1*0,115
8,2948.7004,1*0*0*0*1*1*1*1*0*1*0*1*1*0*1*1*1*0*1*0,120
8,2948.5894,1*0*0*0*1*1*1*1*0*1*0*1*1*0*1*1*1*0*1*0,125
8,2948.5679,1*0*0*0*1*1*1*1*0*1*0*1*1*0*1*1*1*0*1*0,130
8,2948.4736,1*0*0*0*1*1*1*1*0*1*0*1*1*0*1*1*1*0*1*0,135
8,2948.4084,1*0*0*0*1*1*1*1*0*1*0*1*1*0*1*1*1*0*1*0,140
8,2948.3955,1*0*0*0*1*1*1*1*0*1*0*1*1*0*1*1*1*0*1*0,145
8,2948.3904,1*0*0*0*1*1*1*1*0*1*0*1*1*0*1*1*1*0*1*0,150
8,2948.39,1*0*0*0*1*1*1*1*0*1*0*1*1*0*1*1*1*0*1*0,155
8,2948.3896,1*0*0*0*1*1*1*1*0*1*0*1*1*0*1*1*1*0*1*0,160
8,2948.3442,1*0*0*0*1*1*1*1*0*1*0*1*1*0*1*1*1*0*1*0,170
8,2948.3296,1*0*0*0*1*1*1*1*0*1*0*1*1*0*1*1*1*0*1*0,175
8,2948.2822,1*0*0*0*1*1*1*1*0*1*0*1*1*0*1*1*1*0*1*0,180
8,2948.2683,1*0*0*0*1*1*1*1*0*1*0*1*1*0*1*1*1*0*1*0,190
8,2948.266,1*0*0*0*1*1*1*1*0*1*0*1*1*0*1*1*1*0*1*0,195
8,2948.2625,1*0*0*0*1*1*1*1*0*1*0*1*1*0*1*1*1*0*1*0,200
8,2948.2424,1*0*0*0*1*1*1*1*0*1*0*1*1*0*1*1*1*0*1*0,205
8,2948.1836,1*0*0*0*1*1*1*1*0*1*0*1*1*0*1*1*1*0*1*0,210
8,2948.1455,1*0*0*0*1*1*1*1*0*1*0*1*1*0*1*1*1*0*1*0,215
8,2948.123,1*0*0*0*1*1*1*1*0*1*0*1*1*0*1*1*1*0*1*0,220
8,2948.1091,1*0*0*0*1*1*1*1*0*1*0*1*1*0*1*1*1*0*1*0,225
9,3233.9849,0*0*0*0*1*1*0*2*1*1*0*1*1*0*1*0*1*1*1*1,0
9,3149.2961,0*0*0*0*1*1*0*2*1*1*0*1*1*0*1*0*1*1*1*1,5
9,3147.5166,0*0*0*0*1*1*0*2*1*1*0*1*1*0*1*0*1*1*1*1,10
9,3128.9275,0*0*0*0*1*1*0*2*1*1*0*1*1*0*1*0*1*1*1*1,15
9,3117.4468,0*0*0*0*1*1*0*2*1*1*0*1*1*0*1*0*1*1*1*1,20
9,3097.4006,0*0*0*0*1*1*0*2*1*1*0*1*1*0*1*0*1*1*1*1,25
9,3092.0513,0*0*0*0*1*1*0*2*1*1*0*1*1*0*1*0*1*1*1*1,30
9,3089.0044,0*0*0*0*1*1*0*2*1*1*0*1*1*0*1*0*1*1*1*1,35
9,3084.8733,0*0*0*0*1*1*0*2*1*1*0*1*1*0*1*0*1*1*1*1,40
9,3081.8003,0*0*0*0*1*1*0*2*1*1*0*1*1*0*1*0*1*1*1*1,45
9,3073.9343,0*0*0*0*1*1*0*2*1*1*0*1*1*0*1*0*1*1*1*1,50
9,3070.417,0*0*0*0*1*1*0*2*1*1*0*1*1*0*1*0*1*1*1*1,55
9,3069.391,0*0*0*0*1*1*0*2*1*1*0*1*1*0*1*0*1*1*1*1,60
