run_no,best_fitness,genotype_hash,genotype,timestamp
1,2975.4714,48554da8b7db6e0bee47f26c753ba9ddb53a215c620aa2cf4fa8bd5dfd827230,"[-89.6027     86.349594    4.110411  -92.05582    93.616425   27.428337
  80.00271    93.6742     88.51324    91.14946    54.499542  -94.06504
  72.05962   -73.822525  -10.102581    0.2184055  84.82463   -68.981964
  20.879723  -18.262579 ]",190
1,2975.464,64e9ced4859c50d0c5067e755dd078fa2d3b7ceffeed390566ee42724d5dc511,"[-89.6027     86.349594    4.110411  -92.05582    93.616425   27.428337
  80.00271    93.6742     88.51324    91.14946    54.499542  -94.06504
  72.05962   -73.822525  -10.102581    0.2184055  84.82463   -68.95753
  20.879723  -18.262579 ]",195
1,2975.4512,b59cd03eafb41269cb0a352d3875a3ec16879c323510cccf8276b4c40d2006b9,"[-89.6027     86.349594    4.110411  -92.05582    93.616425   27.428337
  80.00271    93.6742     88.51324    91.14946    54.499542  -94.06504
  72.05962   -73.822525  -10.123901    0.2184055  84.82463   -68.95753
  20.879723  -18.262579 ]",200
1,2975.317,75d302dc482cfd0b57910afadc5d4280069882e0fed74cab227f060ee587282e,"[-89.6027     86.349594    4.110411  -92.05582    93.616425   27.428337
  80.00271    93.6742     88.51324    91.14946    54.499542  -94.06504
  72.05962   -73.822525  -10.123901    0.2184055  84.630394  -68.95753
  20.879723  -18.262579 ]",205
1,2975.3127,843f30a69a30297610167ab6b8ed563c0be1e6510ce0e6874d045b32ef960617,"[-89.6027     86.31341     4.110411  -92.05582    93.616425   27.428337
  80.00271    93.6742     88.51324    91.14946    54.499542  -94.06504
  72.05962   -73.822525  -10.123901    0.2184055  84.59356   -68.95753
  20.879723  -18.262579 ]",210
2,3128.3499,abebb257142848fe365d090822eb6fdcc1b97c79f2fd79f0940b6690eacc438e,"[ 14.660718   81.95673   -80.72226    86.00999    20.485144   52.191505
  97.36537    76.044266  -80.38677    73.05012   -43.143543  -72.53188
  91.65523   -69.839264  -36.586636   66.06867     7.8379097 -42.566063
 -78.60123   -26.655252 ]",0
2,3109.7993,9884cea3faef7c76bfd83622c4f771ddda23107a1f4c9e85150025fbfd3c16f6,"[ 14.660718   81.95673   -80.72226    86.00999    22.75366    52.191505
  97.36537    76.044266  -76.529434   78.65593   -43.143543  -72.53188
  91.65523   -91.63571   -36.586636   66.06867     7.8379097 -42.566063
 -78.60123   -26.655252 ]",5
2,3100.2156,9a34595176d9ef3a2e417c5873500d15f8b525b11b691f7efec9813ef8d3c093,"[ 14.660718   81.95673   -80.72226    86.00999    22.075714   52.191505
  97.36537    74.42934   -76.529434   73.05012   -43.143543  -70.75975
  91.65523   -90.931625  -36.586636   65.01536     7.8379097 -42.566063
 -78.60123   -26.655252 ]",10
2,3096.894,f4a2d26b4fcf593005d68014436731ebd94cfd93bb349e83221fa66dc583a0de,"[ 14.660718   81.95673   -80.72226    86.00999    22.075714   52.191505
  97.36537    74.42934   -76.529434   75.24796   -41.179066  -70.75975
  91.65523   -90.931625  -36.586636   65.01536     7.8379097 -42.566063
 -78.60123   -26.655252 ]",15
2,3089.8625,58406d8d371dcee5b54291e0dc93058599d802a3b575337d3caaa0525249d85f,"[ 14.660718   81.95673   -80.72226    86.00999    22.075714   53.846718
  97.36537    74.42934   -76.529434   78.717766  -42.721466  -70.75975
  91.65523   -90.931625  -33.36299    65.01536     7.8379097 -42.566063
 -78.60123   -26.655252 ]",20
2,3083.0925,fdb2241bf5b7ec6d9b84cb1d6bae9e83b8552d319f1b09c42bd4b0b6778d4b18,"[ 14.660718   81.95673   -80.72226    86.00999    22.075714   53.846718
  97.36537    72.8674    -76.529434   78.717766  -42.721466  -70.75975
  91.65523   -87.36762   -33.36299    59.546932    7.8379097 -42.566063
 -78.60123   -26.655252 ]",25
2,3079.0957,6d4cf3d2b9c02950ced47c75b1b67a90c5d74b8812a52eddadd04f687369a459,"[ 14.660718   81.95673   -80.72226    85.36472    22.075714   55.75302
  97.36537    72.8674    -76.529434   78.717766  -42.553383  -70.75975
  93.58574   -87.36762   -33.36299    60.891075    7.8379097 -42.566063
 -78.60123   -26.655252 ]",30
2,3076.8984,63ba1fa4ba7c79274e3b01f632d1237636aaa137a60c9a0cfd30c4b8303eb700,"[ 14.660718   81.55437   -80.72226    84.768      22.075714   55.75302
  97.36537    72.95546   -76.529434   77.798515  -42.721466  -70.75975
  93.58574   -88.38666   -33.36299    60.891075    7.8379097 -41.274696
 -78.60123   -26.655252 ]",35
2,3076.4956,6feb1bec35b8866daba363b837350e2736d632a3257717b40801b6815920ca03,"[ 14.660718   81.55437   -80.72226    84.768      22.075714   55.634453
  97.36537    72.95546   -76.529434   77.798515  -42.553383  -70.75975
  93.58574   -87.894485  -33.36299    60.568073    7.8379097 -41.274696
 -78.60123   -26.655252 ]",40
2,3075.7654,689b58b5215305e93a123ff39d1a2e8624972769c259d467f94e32b8a83226af,"[ 14.660718  81.520546 -80.72226   84.768     22.075714  55.75302
  97.36537   72.95546  -76.529434  77.798515 -42.553383 -70.75975
  93.58574  -88.38666  -33.36299   59.7057     6.690969 -41.274696
 -78.60123  -26.479597]",45
2,3075.0015,2f243ac3cc226608c3126ef377f7da75296dc44ec16f1577cd705841192d376e,"[ 14.660718  81.520546 -80.72226   84.768     21.58      55.75302
  97.36537   72.95546  -76.529434  77.798515 -42.553383 -70.75975
  93.58574  -87.894485 -33.36299   60.568073   6.690969 -41.274696
 -78.60123  -25.036055]",50
2,3074.7307,756142ba52c80fdfdf5fb9a5e9828751f6cd3996411caf4a009e7d7a1cc6797a,"[ 14.660718  81.23016  -80.72226   84.768     21.618937  55.634453
  97.36537   72.95546  -76.529434  77.798515 -42.553383 -70.75975
  93.58574  -87.894485 -33.36299   59.7057     6.690969 -41.274696
 -78.60123  -25.036055]",55
2,3073.943,20098a184b4e4c35857098a7938911d075a873e59a51347ccca9a59e9144bdee,"[ 14.660718  81.23016  -81.23366   84.768     21.58      55.131397
  97.36537   72.95546  -77.14151   77.69476  -42.553383 -70.23002
  93.58574  -87.894485 -33.36299   59.7057     6.690969 -41.274696
 -78.60123  -25.036055]",60
2,3073.8892,53fc3a8a4fce091c91b85aacd8e2f43e5a9ca08ff155f9cbd6c1918d73e2a54c,"[ 14.660718  81.23016  -81.23366   84.768     21.37258   55.131397
  97.36537   72.95546  -77.14151   77.69476  -42.553383 -70.23002
  93.58574  -87.894485 -33.36299   59.7057     6.690969 -41.274696
 -78.60123  -25.036055]",65
2,3073.7898,5184af02325f977cdfed392fbe95aa18bdf5b7792a47b28fb3967c68bd70a2b5,"[ 14.660718  81.23016  -81.23366   84.768     21.37258   55.131397
  97.36537   72.95546  -77.14151   77.69476  -42.553383 -70.23002
  93.58574  -87.977905 -33.36299   59.93147    6.690969 -41.274696
 -78.60123  -25.036055]",70
2,3073.7559,0094acdcb7b079b05dbd78a01a626a15302bcb1b70b883f828f1e91bac32f83d,"[ 14.660718  81.23016  -81.23366   84.768     21.37258   55.131397
  97.36537   72.95546  -77.14151   77.69476  -42.476006 -70.23002
  93.58574  -87.977905 -33.36299   59.93147    6.690969 -41.274696
 -78.60123  -25.036055]",75
2,3073.6982,92437a90890a5f69e60e385fab0e8acbe6b021686708d8f0594bc2f3920c92bf,"[ 14.660718  81.23016  -81.23366   84.768     21.37258   55.131397
  97.36537   72.95546  -76.98316   77.69476  -42.476006 -70.23002
  93.58574  -87.977905 -33.36299   59.93147    6.690969 -41.274696
 -78.60123  -25.036055]",80
2,3073.5833,e452900b1da08fac93463cbbcee5969b0c43f098b1046f3414b9f465b82c338e,"[ 14.660718  80.90982  -81.23366   84.768     21.37258   55.131397
  97.36537   72.95546  -76.98316   77.69476  -42.476006 -70.23002
  93.58574  -87.977905 -33.36299   59.93147    6.690969 -41.274696
 -78.60123  -25.036055]",85
2,3073.476,f479ddf54b170323d36978cf82f3d5861d3433e0a710398c39de87a8806ad542,"[ 14.660718  80.90982  -81.23366   84.44717   21.37258   55.131397
  97.36537   72.95546  -76.98316   77.47739  -42.476006 -70.23002
  93.58574  -87.977905 -33.36299   59.93147    6.690969 -41.274696
 -78.60123  -25.36094 ]",90
2,3073.4485,1bf6944847035aeed2a645bd5c4dbb2160c7761ed005434a1e410b1ea7381df1,"[ 14.660718  80.90982  -81.23366   84.44717   21.37258   55.131397
  97.249275  72.95546  -76.98316   77.47739  -42.476006 -70.23002
  93.58574  -87.977905 -33.36299   59.93147    6.690969 -41.274696
 -78.57573  -25.36094 ]",95
2,3073.4434,08b22eb9fe04e32690b843bddaa265780faa7405476a588ece4d4baec90a3b44,"[ 14.660718  80.90982  -81.23366   84.44717   21.37258   55.131397
  97.249275  72.95546  -76.98316   77.47739  -42.476006 -70.23002
  93.58574  -87.977905 -33.36299   59.93147    6.733144 -41.274696
 -78.57573  -25.36094 ]",100
2,3073.3718,0bdb18b02b18da44c6e8ec0a7d9fe6f3c3aae962a2361cec8ad144d6a2144e4c,"[ 14.660718  80.90982  -81.23366   84.44717   21.22163   55.131397
  97.249275  72.95546  -76.98316   77.47739  -42.234173 -70.23002
  93.58574  -87.977905 -33.36299   59.93147    6.733144 -41.274696
 -78.57573  -25.36094 ]",105
2,3073.3284,7781a8a42fff78b8e71ee311cf4ce4434183be584a87b7e081b8a59ad2034ac5,"[ 14.660718  80.70484  -81.23366   84.44717   21.22163   55.131397
  97.249275  72.95546  -76.98316   77.47739  -42.234173 -70.23002
  93.58574  -87.977905 -33.36299   59.93147    6.733144 -41.274696
 -78.52582  -25.36094 ]",110
2,3073.3213,b545b6149de33bd99391bfafea4716bacf30f7774cc3caa82cfda1daa6d022a0,"[ 14.660718  80.70484  -81.59539   84.44717   21.22163   55.131397
  97.249275  72.95546  -76.98316   77.47739  -42.234173 -70.23002
  93.58574  -87.977905 -33.36299   59.93147    6.733144 -41.274696
 -78.52582  -25.36094 ]",115
2,3073.2676,849c91fdfb473192be9c974ab702645597bf56d0bdf9363f417999187217cb0a,"[ 14.660718  80.70484  -81.59539   84.44717   21.22163   55.131397
  97.249275  72.95546  -76.98316   77.47739  -42.028175 -70.23002
  93.58574  -87.977905 -33.36299   59.93147    6.83132  -41.274696
 -78.52582  -25.36094 ]",120
2,3073.226,dfba6f9a3b1dbb6ba429a3750237fd5a64df5b871c4e1f55db113fec1dd209e2,"[ 14.660718  80.70484  -81.59539   84.44717   21.22163   55.131397
  97.249275  72.95546  -76.98316   77.47739  -42.028175 -70.23002
  93.58574  -87.977905 -33.36299   59.93147    6.733144 -41.274696
 -78.42392  -25.36094 ]",125
2,3073.2192,24690c1e1b5af0536b25c03e6574dfb36abfd6c6b71967f9970fc4a43869217b,"[ 14.660718  80.70484  -81.59539   84.44717   21.398453  55.131397
  97.249275  72.95546  -76.98316   77.47739  -42.028175 -70.23002
  93.58574  -87.977905 -33.36299   59.93147    6.822693 -41.274696
 -78.42392  -25.36094 ]",130
2,3073.1948,91fbb6d5994bbc0e9652b8de7ff97e8bfd25b53c0274a1cd857bdee2aefb14c3,"[ 14.660718  80.70484  -81.59539   84.44717   21.398453  55.131397
  97.249275  72.95546  -76.98316   77.47739  -42.028175 -70.23002
  93.36079  -87.977905 -33.36299   59.93147    6.822693 -41.274696
 -78.42392  -25.36094 ]",135
2,3073.1821,f8b545791c6394b706edaf9110d682fa22dd7388d3897d5649abdf03443d88ab,"[ 14.660718  80.70484  -81.59539   84.44717   21.398453  55.131397
  97.33117   72.95546  -77.063805  77.47739  -42.028175 -70.23002
  93.36079  -87.977905 -33.36299   59.93147    6.822693 -41.274696
 -78.42392  -25.36094 ]",140
2,3073.1753,467056cc0b4769f1144cafe1f5c4cb07b68b603707f2094616ad80e01c0f59a3,"[ 14.628023  80.70484  -81.59539   84.44717   21.398453  55.131397
  97.33117   72.95546  -77.063805  77.47739  -42.028175 -70.23002
  93.36079  -87.977905 -33.36299   59.93147    6.822693 -41.274696
 -78.42392  -25.36094 ]",145
2,3073.1697,d9c686adcda44b2afe45156b259de872f11443f6e597173fadc5962ae458181c,"[ 14.628023  80.70484  -81.59539   84.44717   21.398453  55.131397
  97.33117   72.95546  -77.063805  77.47739  -42.028175 -70.23002
  93.36079  -87.977905 -33.36299   60.14643    6.822693 -41.274696
 -78.42392  -25.36094 ]",160
2,3073.1685,6f4fee5126d2ef950e59d3f587a37b0e3725bc66ca47a2e60c085b7238a7c195,"[ 14.628023  80.70484  -81.59539   84.44717   21.398453  55.131397
  97.33117   72.95546  -77.063805  77.47739  -42.028175 -70.23002
  93.36079  -87.977905 -33.36299   60.016838   6.822693 -41.274696
 -78.42392  -25.36094 ]",165
2,3073.1648,4e56ac1ffd9cf9d5a2a3349942a38bf50e0baa47f6baacffa5338a6328c839eb,"[ 14.628023  80.70484  -81.59539   84.44717   21.398453  55.131397
  97.33117   72.95546  -77.063805  77.47739  -42.028175 -70.23002
  93.36079  -87.977905 -33.36299   60.016838   6.822693 -41.274696
 -78.410614 -25.36094 ]",175
2,3073.164,d224650aae61ba12cf0f38160b22c2e68032da8afe9a22ffdcbffeca2cb04e97,"[ 14.628023  80.70484  -81.59539   84.44717   21.398453  55.131397
  97.33117   72.95546  -77.063805  77.47739  -42.028175 -70.23002
  93.36079  -87.977905 -33.36299   60.095787   6.822693 -41.274696
 -78.410614 -25.36094 ]",185
2,3073.1567,6657db89c02bcd119a205e7ecc393dd9aa5626b51624ce4bf66d922989f43f0c,"[ 14.628023  80.70484  -81.59539   84.44717   21.398453  55.131397
  97.33117   72.95546  -77.063805  77.47739  -42.028175 -70.23002
  93.36079  -88.00733  -33.36299   60.016838   6.822693 -41.274696
 -78.410614 -25.36094 ]",190
2,3073.1548,b7c28e22786d9f55c6d97f5e8842114fc68773b84df7f083f0f52aea611c8415,"[ 14.628023  80.70484  -81.59539   84.44717   21.398453  55.131397
  97.33117   72.95546  -77.063805  77.47739  -42.028175 -70.23002
  93.36079  -88.00733  -33.36299   60.095787   6.822693 -41.274696
 -78.410614 -25.386358]",195
2,3073.154,33868a19d973408a8dbc6a4e3d7e94c40503b3169c4f0f24174b2e7c6e42446d,"[ 14.628023  80.70484  -81.59539   84.44717   21.398453  55.131397
  97.33117   72.95546  -77.063805  77.53238  -42.028175 -70.23002
  93.36079  -88.00733  -33.36299   60.095787   6.822693 -41.274696
 -78.410614 -25.386358]",200
2,3073.1536,a7c54b33521cc2aa76b7750fdcb28847b729d53b3374cfdc8aa8abead2b3638a,"[ 14.628023  80.70484  -81.59539   84.44717   21.398453  55.131397
  97.35774   72.95546  -77.063805  77.53238  -42.028175 -70.23002
  93.36079  -88.00733  -33.36299   60.095787   6.822693 -41.274696
 -78.410614 -25.386358]",210
2,3073.1526,4bfb481ca623cf8a60582ba3b11016ce0b368b4bffe24c86414babcb15401e33,"[ 14.628023  80.70484  -81.59539   84.44717   21.398453  55.131397
  97.33117   72.95546  -77.063805  77.53238  -42.028175 -70.23002
  93.36079  -88.00733  -33.36299   60.095787   6.822693 -41.274696
 -78.28658  -25.386358]",215
2,3073.1494,4910bba153bdcd4af9d5773f8413e20147813ee67b4dda3a0c7dcc652177e99c,"[ 14.628023  80.70484  -81.59539   84.44717   21.398453  55.131397
  97.35774   72.95546  -77.063805  77.53238  -42.028175 -70.23002
  93.36079  -88.00733  -33.36299   60.095787   6.822693 -41.274696
 -78.28658  -25.386358]",220
