run_no,best_fitness,genotype_hash,genotype,timestamp
1,2600.1118,bfc08c7893ccccb6d64e82fca45cb15322d8272168ec15e988b180c32630982b,"[ 49.162292   7.492586 -32.749054   4.9353    70.64966   44.913082
  29.439438  12.740642  16.836935 -56.33717   47.777153 -65.31736
  71.1518   -18.082077 -45.55893   26.113718   9.951738 -57.18888
  60.156166 -40.31264 ]",55
1,2600.1042,385aba7a5dfd76e0e2bac3a4eb9a8218ecd267de57cf588efeada01c32070f16,"[ 49.162292   7.492586 -32.749054   4.9353    70.64966   44.913082
  29.439438  12.740642  16.836935 -56.33717   47.65761  -65.38943
  71.1518   -18.082077 -45.55893   26.113718   9.951738 -57.18888
  60.156166 -40.31264 ]",60
1,2600.0867,cca39e6e681fc862541385fa1da7303f8a76360663f5b56c0e5ea14c647df446,"[ 49.162292   7.492586 -32.749054   4.9353    70.64966   44.913082
  29.439438  12.740642  16.836935 -56.33717   47.65761  -65.38943
  71.1518   -17.957592 -45.55893   26.113718   9.770452 -57.18888
  60.156166 -40.31264 ]",65
1,2600.0774,bf0ee91cfefa7ecfe10a7b4f60e77026ce0dcd787eefa3a065519184c8619178,"[ 49.162292    7.492586  -32.749054    4.9353     70.64966    44.913082
  29.439438   12.7227545  16.836935  -56.33717    47.65761   -65.38943
  71.1518    -17.957592  -45.55893    26.011122    9.770452  -57.18888
  60.156166  -40.31264  ]",70
1,2600.0745,6214b9f4d0261ea29c986a698acb085e30a012edd46324f9e61e5227050f3000,"[ 49.162292   7.492586 -32.749054   4.9353    70.64966   44.913082
  29.439438  12.740642  16.836935 -56.33717   47.65761  -65.38943
  71.1518   -17.957592 -45.55893   26.113718   9.770452 -57.088722
  60.046875 -40.31264 ]",75
1,2600.062,7f39f228f8aa169ce13d9d5384c2e7bf981cd65d861470e64824af6f41c70bca,"[ 49.162292    7.492586  -32.749054    4.9353     70.64966    44.913082
  29.439438   12.7227545  16.836935  -56.33717    47.65761   -65.38943
  71.182274  -17.957592  -45.55893    26.011122    9.770452  -57.088722
  60.046875  -40.31264  ]",80
1,2600.055,00cb7e5f1956bfea2e3221336ef05f10f56c9b438450e92f1b284285359b5271,"[ 49.162292    7.492586  -32.749054    4.9353     70.64966    44.973278
  29.439438   12.7227545  16.836935  -56.33717    47.65761   -65.38943
  71.182274  -17.957592  -45.55893    26.011122    9.770452  -57.088722
  60.046875  -40.31264  ]",85
1,2600.0483,2ceca7821dc2841659c5f6352f70c222ad0fa630f58be6415f53659d0cec2d92,"[ 49.162292    7.492586  -32.749054    4.9353     70.64966    44.973278
  29.439438   12.7227545  16.75152   -56.33717    47.65761   -65.38943
  71.182274  -17.957592  -45.55893    26.011122    9.770452  -57.088722
  60.046875  -40.31264  ]",90
1,2600.0474,43653086f290176f7d0de216d0c3d3ebb5df59d27b2cad3263f28cfc0b597da0,"[ 49.162292    7.492586  -32.749054    4.9353     70.64966    44.973278
  29.439438   12.7227545  16.75152   -56.33717    47.65761   -65.38943
  71.182274  -17.957592  -45.55893    26.011122    9.785634  -57.088722
  60.046875  -40.31264  ]",95
1,2600.0447,2533eb6ccb129f12181db76d791bc2e5ae89bc607aed769cdf6d685f0ac86f98,"[ 49.162292    7.492586  -32.749054    4.9353     70.64966    44.973278
  29.439438   12.7227545  16.75152   -56.33717    47.65761   -65.38943
  71.182274  -17.957592  -45.495197   26.011122    9.770452  -57.088722
  60.046875  -40.31264  ]",100
1,2600.0415,0cdd92a484d0bf4245a5b50dedbb1b05cff6a451c1e3eb3d5c333a3a0e8ae405,"[ 49.162292    7.492586  -32.749054    4.9353     70.64966    44.976242
  29.439438   12.7227545  16.75152   -56.33717    47.65761   -65.38943
  71.182274  -17.957592  -45.495197   26.011122    9.785634  -57.034832
  60.046875  -40.31264  ]",105
1,2600.0383,db15bd53fc40e59e57bd8a9f4c1a8625f62142e8b77c6db4d57c2bdde6963538,"[ 49.162292   7.492586 -32.749054   4.9353    70.64966   44.976242
  29.439438  12.718865  16.75152  -56.33717   47.65761  -65.38943
  71.182274 -17.957592 -45.495197  26.011122   9.785634 -57.034832
  60.078262 -40.31264 ]",110
1,2600.0361,adf5d49f3e015a2cfdd78a3e207fd45d4536359597871723930c0bc715781f55,"[ 49.162292   7.492586 -32.749054   4.9353    70.64966   44.976242
  29.439438  12.718865  16.75152  -56.33717   47.65761  -65.43422
  71.182274 -17.957592 -45.495197  26.011122   9.785634 -57.034832
  60.078262 -40.31264 ]",115
1,2600.0344,1d641f6e93270d70c6213058232019c752b41246e41a8f400a6e4403ae23a00e,"[ 49.162292    7.492586  -32.749054    4.9691625  70.64966    44.976242
  29.439438   12.718865   16.75152   -56.33717    47.65761   -65.43422
  71.182274  -17.957592  -45.495197   26.011122    9.785634  -57.034832
  60.078262  -40.31264  ]",120
1,2600.0337,ddce1e978e5b7ca3c11b444f98a056ce3c91713d657a91d9c3ca171feab850a3,"[ 49.162292    7.492586  -32.749054    4.9691625  70.64966    44.976242
  29.439438   12.718865   16.75152   -56.346046   47.65761   -65.43422
  71.182274  -17.957592  -45.495197   26.011122    9.785634  -57.034832
  60.078262  -40.31264  ]",135
1,2600.033,35dcb95d94fe6dcc9eb1cf0ab9b1007c95b12daf16f114a42cdcd1b871dc7f75,"[ 49.162292    7.492586  -32.749054    4.9691625  70.64966    44.984665
  29.439438   12.718865   16.75152   -56.346046   47.65761   -65.43422
  71.182274  -17.957592  -45.495197   26.011122    9.785634  -57.034832
  60.078262  -40.31264  ]",140
1,2600.031,8702ee27c50cde9eaa8acfa022290e22280a45c7be593bdcbedff40f21b62382,"[ 49.162292    7.492586  -32.749054    4.9691625  70.64966    44.984665
  29.439438   12.704723   16.75152   -56.346046   47.65761   -65.43422
  71.182274  -17.957592  -45.495197   26.011122    9.785634  -57.034832
  60.078262  -40.31264  ]",145
2,2630.1475,f71edacbad84377fc8cf98b90035c8a0c3bd292bab8b77d601e79a56ce5e9264,"[ 24.956501  -12.120881  -39.785923   24.312113   83.93141    54.466587
  16.828583   -2.988289   44.79981   -62.172386   70.73456   -78.48461
  87.83505   -12.281954  -57.93047     4.1496468  12.073384  -83.89202
  38.826763  -61.35287  ]",0
2,2624.97,ecb7ff251290e43062b2ba86d80f1dbb1f7cf8f686ed972bd7bbf8625cfff26f,"[ 28.362827  -12.120881  -42.463295   21.93517    92.27089    44.89467
  18.18469     5.81424    44.79981   -60.283844   62.345     -77.38791
  89.798004  -12.974885  -57.93047     7.2377214  15.319758  -76.399475
  46.54752   -52.97641  ]",5
2,2620.503,c1298e0aa390081b79ce30a85081c9804f421375efc09b47630814100e1be0c5,"[ 32.124107  -8.891573 -42.463295  17.631865  87.835556  44.89467
  20.42275    9.041045  43.449    -58.19689   62.345    -77.38791
  86.59704  -12.974885 -57.93047   12.917369  14.878781 -76.399475
  46.54752  -55.062183]",10
2,2618.6536,3c3841c41a1000bf1262634fb8bffc73b1bf9a4897901deaa036a8065e710eaf,"[ 30.274233 -10.508487 -35.8395    18.008419  87.28042   48.4169
  22.14422   13.857938  38.519318 -61.646927  62.345    -72.032524
  85.57197  -12.912929 -55.42559   12.606641  15.319758 -76.27918
  46.54752  -53.288048]",15
2,2617.4458,61816944c9bc9edbd3e566a93e22d4ead157f19557173efd95c3d1c424f8a51e,"[ 41.04521  -10.386134 -42.28858   17.138704  79.99899   46.859833
  22.183783  10.912701  36.82683  -61.347534  58.18661  -74.874504
  81.35609  -12.974885 -50.774517  12.471622  15.319758 -74.23301
  46.54752  -52.864   ]",20
2,2617.0032,5513b64cf67a228c7c5b6ab4dc997f56e8a7fa8b372035433afd2b368c25ce04,"[ 41.04521  -10.386134 -42.28858   17.830688  79.99899   46.859833
  22.183783  11.612273  36.82683  -61.347534  57.64545  -71.85364
  85.46837  -12.974885 -50.774517  12.471622  12.697025 -74.23301
  46.54752  -52.864   ]",25
2,2616.3352,6898f96126eb7fd4ce203f81ee4d1539b550da396f4f227982a82ee3220dcbf2,"[ 41.04521   -10.386134  -42.28858    17.088993   77.625275   46.859833
  22.183783   12.5867815  36.17134   -61.347534   57.64545   -73.13871
  84.67028   -12.14222   -51.72987    12.471622   13.40829   -71.22137
  49.17403   -50.920876 ]",30
2,2614.0486,8b1596c35313936e11a5638b019089a4fe2953f9a74427db5e5bbd364f904b68,"[ 41.04521    -6.516272  -42.28858    10.154393   77.625275   47.412575
  22.183783   12.5867815  33.242435  -61.347534   57.64545   -73.13871
  84.67028   -12.14222   -52.03471    21.437332   13.40829   -69.19431
  49.17403   -50.920876 ]",35
2,2611.8447,9abbb7b4e2650e60d02abec3187cd8958c183e3123cc2ecf0c607233f41a2b70,"[ 41.04521     3.910784  -42.28858     7.824272   77.625275   47.79068
  22.183783   12.5867815  33.242435  -61.347534   56.058037  -69.87613
  79.12463   -12.14222   -52.162395   21.897738   13.40829   -69.19431
  49.17403   -49.602222 ]",40
2,2609.713,c8cbf2748b43db7c6306cd07ae1bb7bc5464cd2faa2a4c57ba02126ed22c92b8,"[ 41.04521     3.910784  -42.28858     7.824272   77.625275   47.412575
  22.183783   12.5867815  26.208967  -61.347534   56.058037  -64.34209
  79.12463   -12.14222   -52.162395   21.437332   13.683512  -64.92552
  49.17403   -49.602222 ]",45
2,2609.2427,94dd9bb1f454023e7425215b7bfeefb8a5f822ee1afca4a36bbcf9d77dd56c46,"[ 43.323605    3.910784  -39.257347    7.824272   77.625275   48.314137
  25.538006   12.5867815  26.137943  -61.347534   56.058037  -64.34209
  79.12463   -12.57842   -52.03471    21.437332   13.40829   -61.974186
  51.16881   -47.16361  ]",50
2,2608.9587,de551a0422f574e01dc4583b260fd1478e6a93cabf92b8adf0adeddb84f41e57,"[ 43.323605    6.092467  -41.76111     7.824272   75.347015   47.412575
  25.538006   12.5867815  26.792809  -61.347534   55.774113  -64.34209
  79.12463   -12.57842   -52.03471    21.1302     13.683512  -63.556362
  51.083553  -47.16361  ]",55
2,2608.5686,15da59d9836ef90af9ed8e6e654902c1a6bdd3d16874e3cb6cdc217523d6335c,"[ 47.965054    6.092467  -39.257347    7.824272   73.73267    48.314137
  26.839546   12.5867815  26.137943  -60.51805    55.880424  -64.34209
  79.12463   -12.57842   -49.249115   19.646454   13.40829   -61.974186
  51.16881   -47.16361  ]",65
2,2607.5974,fc99f52ac6f1c412c6b8b3240e292dd0a0f166f6ecf22b0db5a9e14ccc86ec61,"[ 47.965054    6.092467  -34.32722     7.824272   73.73267    48.314137
  26.839546   12.5867815  26.137943  -60.51805    53.717194  -64.34209
  79.12463   -12.57842   -44.809464   19.646454   13.40829   -63.556362
  51.16881   -41.564167 ]",70
2,2605.6682,f07225f74729f7e3eb816730d8e290305a82c78615bd8a78ef3cbebacb699076,"[ 49.12716     6.092467  -36.34769     6.23094    71.68259    47.181255
  30.022493   12.5867815  24.244698  -60.904102   49.804226  -67.51382
  71.10025   -13.403527  -46.551067   20.26642    12.833203  -60.39685
  58.228546  -41.045273 ]",75
2,2602.5427,d20a278cdc2d942a229d7c80804b537844b707115c5959ff1be84d23dbccea2c,"[ 49.12716     6.092467  -33.49353     6.23094    71.68259    47.181255
  30.022493   12.5867815  18.641357  -59.37587    50.72844   -66.22608
  71.10025   -17.748434  -46.4278     26.372423   11.339489  -60.39685
  59.7588    -41.045273 ]",80
2,2600.8792,3af4246fe2f3972720465f27ec77432192d1b131318f992e2a40a973d174329d,"[ 49.12716     7.314178  -32.562607    4.0868793  71.68259    45.668613
  29.093708   13.098621   17.822897  -56.396816   46.919212  -65.614
  71.10025   -16.925207  -45.26179    25.919514   10.230945  -57.539776
  61.14102   -40.825752 ]",85
2,2600.6157,91d04e7e76aefb0c3049e50682107ccd242c7c9c82295e0ce910d058e9992caf,"[ 49.12716     7.314178  -32.954212    4.9916534  70.50219    45.444748
  29.138195   12.5867815  17.822897  -56.396816   46.958515  -65.614
  71.10025   -18.948097  -45.552742   25.919514   10.230945  -57.338257
  59.813652  -40.825752 ]",90
2,2600.504,ff81a7263df9112f2f6a32b757b7674982b21cfd79729d498b6d43b55ef24d44,"[ 49.12716     7.314178  -32.954212    4.9916534  70.50219    45.444748
  29.428904   12.5867815  17.822897  -56.396816   46.958515  -65.614
  71.10025   -18.010036  -45.552742   25.919514   10.230945  -56.997025
  59.813652  -40.825752 ]",95
2,2600.3872,eea45bac152280621f68df7f586d6ee4d9a79abf191ae65f64fde641c5a91af3,"[ 49.12716     7.314178  -32.954212    4.9916534  70.50219    45.444748
  29.380148   12.5867815  15.961899  -56.396816   47.454994  -65.614
  71.10025   -18.010036  -45.552742   25.919514   10.230945  -56.936924
  59.813652  -40.758427 ]",100
2,2600.334,99a66d1e8034e42854f2bd0a06842abd7bda0de486fbf4e90eccc48e167e8965,"[ 49.12716     7.314178  -32.954212    4.9916534  70.54322    45.444748
  29.380148   12.5867815  16.829494  -56.396816   47.229073  -65.614
  71.208115  -17.73627   -45.552742   25.919514   10.230945  -56.936924
  59.813652  -40.825752 ]",105
2,2600.1772,3e50e0adab160fe01b529e8fc40dc29a5a53118c442740443f233ff6b04b8f5d,"[ 49.12716     7.314178  -32.954212    4.9916534  70.54322    45.030342
  29.380148   12.5867815  16.829494  -56.396816   47.454994  -65.614
  71.208115  -18.010036  -45.552742   25.919514    9.655886  -56.985325
  59.813652  -40.474586 ]",110
2,2600.1655,d0c27baa02b3f00cd8bae74bcb01df46eb95dffd033f61bfdd26d0efee191f50,"[ 49.12716     7.485419  -32.954212    4.9916534  70.54322    45.030342
  29.380148   12.5867815  16.829494  -56.396816   47.454994  -65.50643
  71.208115  -18.010036  -45.552742   25.919514    9.655886  -56.985325
  59.813652  -40.474586 ]",115
2,2600.1265,4c8c56010038d7ae528aa977412126f01ccac03661b17a497c9dfdff938e0eb0,"[ 49.12716     7.485419  -32.954212    4.9916534  70.54322    45.030342
  29.380148   12.5867815  16.829494  -56.396816   47.59312   -65.50643
  71.208115  -18.010036  -45.552742   25.919514    9.655886  -56.985325
  59.98692   -40.474586 ]",120
2,2600.1167,e79b9d498b68f23c1bc0330220ffc630d4fbb61be8a765b6b375339c155a2a6d,"[ 49.12716     7.485419  -32.954212    4.9916534  70.54322    45.030342
  29.380148   12.5867815  16.829494  -56.396816   47.692017  -65.408035
  71.208115  -18.010036  -45.552742   25.985353    9.655886  -57.08404
  59.98692   -40.474586 ]",125
2,2600.096,3985fb18bf8e5e8f1ea3ea681e2b11cad81dd5e73a26445f379dfb7882b1d3aa,"[ 49.12716     7.485419  -32.78097     4.9916534  70.54322    45.030342
  29.380148   12.5867815  16.829494  -56.386562   47.692017  -65.408035
  71.208115  -18.010036  -45.552742   25.919514    9.655886  -56.985325
  59.98692   -40.192497 ]",130
2,2600.09,a78f19e5659acf47ebaad4fbb15f6b330bea114584c49e712933d9bc3ce0373b,"[ 49.12716     7.485419  -32.78097     4.9916534  70.630066   45.030342
  29.380148   12.5867815  16.829494  -56.396816   47.689938  -65.408035
  71.208115  -18.010036  -45.552742   25.919514    9.655886  -57.09551
  60.002182  -40.192497 ]",135
2,2600.082,f58d4f088734b693ad83ce46df217d87dcce196febcc60fd6a367df37fe57265,"[ 49.12716     7.485419  -32.78097     4.9916534  70.630066   45.030342
  29.380148   12.5867815  16.829494  -56.386562   47.692017  -65.408035
  71.208115  -18.010036  -45.552742   25.985353    9.655886  -56.985325
  59.98692   -40.29834  ]",140
2,2600.0737,df6b745e5207d94b2ef1029ad50e280e324adf943df531b834d601f122174cb0,"[ 49.12716     7.485419  -32.78097     4.9916534  70.630066   45.030342
  29.380148   12.5867815  16.829494  -56.386562   47.692017  -65.408035
  71.208115  -18.010036  -45.552742   25.985353    9.655886  -57.08404
  60.06141   -40.29834  ]",145
2,2600.058,d176801754823cf4698a4c876f8dec8456011f266cb7e79a346cd0ead5f02b9b,"[ 49.12716     7.485419  -32.78097     4.9916534  70.630066   45.030342
  29.380148   12.5867815  16.829494  -56.386562   47.692017  -65.408035
  71.208115  -18.010036  -45.552742   25.985353    9.79585   -56.985325
  60.06141   -40.29834  ]",150
3,2792.7415,3a420e84d55045e0b54712a8f6300794623ebec432f16c619f6cc53d67afdc5b,"[ 62.62931    -40.501865   -70.15813     26.11451     86.05892
  63.47018     12.488017     9.4476385   47.960293   -28.908575
  79.623825   -34.49432     50.293518    29.497753   -65.24693
  -0.11084232  -2.6848602  -77.71324      8.741264   -96.82605   ]",0
3,2626.1294,ad10c063c725f40e3d6b541b13b83980be432066cde47c155ffc21ed49e77803,"[ 37.393826    -1.5415812  -54.783726     0.96942717  89.53435
  45.945538    22.635303     8.225488    44.542683   -70.56615
  56.61219    -81.79543     80.0363     -13.504353   -53.359097
   9.604135    15.8331375  -66.159584    40.443745   -58.258575  ]",5
3,2618.5286,48b814da62e2e5ca41e9aabd4065a3922d43ec0b10bc7f67182fc00cc9e87189,"[ 37.12168    -7.689757  -52.50555    10.046935   89.53435    45.945538
  26.2987     12.362887   41.311733  -60.403328   57.557827  -73.61736
  80.0363    -11.139907  -52.98446     7.9088216  13.714572  -71.77476
  42.348873  -59.29756  ]",10
3,2611.5166,4ccaf1816e532175d3e69a7621d8f393c063a52179e9f0ec874be1d9992746f8,"[ 40.750298    1.6613276 -41.354523    7.3455405  77.54402    45.70256
  23.99602     9.714264   32.590214  -55.76772    50.676403  -66.475
  82.968956  -16.024836  -51.31668    19.048277   10.201586  -64.796234
  51.52241   -51.23525  ]",15
3,2608.075,836877277c20e4904c4367be7dbd6ac17128468d6c1bcfd963adbbb1000a950a,"[ 46.34987     5.9546213 -41.354523    7.3455405  73.173515   45.70256
  24.118696   14.939065   24.061338  -55.76772    49.865067  -66.475
  76.96422   -17.69976   -51.31668    19.048277   10.201586  -64.796234
  51.52241   -46.744553 ]",20
3,2606.9563,3d0cb7f74a60106176d5e0a7d0e33611f23c627cf703d69408c672a06899d5a0,"[ 46.34987     5.9546213 -40.570236    7.3455405  76.07352    45.70256
  24.694487   14.939065   24.001019  -56.84377    49.113186  -66.475
  71.2648    -17.69976   -51.31668    19.048277   10.201586  -64.69524
  57.145325  -46.744553 ]",25
3,2604.478,9081eb412094dd7e47e49f42b0527d07c449283c60123fa7155b917c6bca4265,"[ 50.474823    5.9546213 -32.97625     7.3455405  70.95355    45.70256
  25.825228   13.040058   19.403448  -56.84377    48.129414  -70.65718
  71.2648    -17.744434  -51.31668    26.345987   10.201586  -61.619514
  57.145325  -40.8907   ]",30
3,2601.5537,c27499889cd39f308634fce23694898c9d59bcd1c6af1e6f06169f73d0c37a90,"[ 50.474823    5.9546213 -32.97625     5.3082867  70.95355    45.70256
  28.159822   13.040058   17.465714  -56.06486    48.129414  -66.65636
  71.2648    -17.744434  -45.760723   26.345987   10.201586  -58.92874
  57.145325  -40.8907   ]",35
3,2600.9912,d0926ee8eb560f30d30ce29118dbcfa7e96c5ce5d821e34782ff5d075fafbf46,"[ 50.474823    5.9546213 -32.97625     5.3082867  70.95355    45.095036
  28.159822   13.040058   17.465714  -56.06486    48.129414  -65.09397
  71.07932   -17.744434  -45.760723   26.345987   10.201586  -57.54557
  58.849632  -40.8907   ]",40
3,2600.7812,5f59604e9c646f0ef2a0c46abeab45be50e24848ff2ee00e2f733a9faf135b1c,"[ 50.371315    5.9546213 -32.97625     5.3082867  70.5847     45.095036
  29.54832    13.040058   17.465714  -56.06486    48.129414  -65.09397
  71.2648    -17.744434  -45.760723   26.345987   10.201586  -57.54557
  59.41505   -40.170345 ]",45
3,2600.643,853bbc5e04a2db6f5c7a2cd8fd4ee6565b0019a62ed63dd5888b47ccfccb2446,"[ 49.17762     5.9546213 -32.97625     5.3082867  70.5847     45.095036
  29.54832    12.468096   17.15693   -56.06486    48.129414  -65.09397
  71.2648    -17.744434  -45.760723   26.30707    10.201586  -57.54557
  59.41505   -40.170345 ]",50
3,2600.4053,c848d6cd80dd552c38c98812e1b5c555aac7b1846c7189a385f643d6c1cc85ff,"[ 49.17762     7.373188  -32.97625     5.3082867  70.5847     45.095036
  29.54832    12.468096   17.15693   -56.06486    48.129414  -65.09397
  71.2648    -17.744434  -45.284492   26.30707    10.201586  -56.867428
  59.41505   -40.170345 ]",55
3,2600.3433,c3c594e172fc9754db7069f64a90a0ca3442c210ac643184f951c8a18bbff4d5,"[ 49.17762     7.373188  -32.97625     5.3082867  70.5847     45.095036
  29.54832    12.795788   17.15693   -56.281113   48.129414  -65.09397
  71.2648    -17.744434  -45.284492   26.30707    10.201586  -56.867428
  60.43757   -40.170345 ]",60
3,2600.2998,89188fdf705f32ab02e132141f090d4861a3636a1f1dc92be2ed2dd5935c7ba2,"[ 49.17762     7.373188  -32.97625     5.3082867  70.5847     45.095036
  29.54832    12.577917   16.79549   -56.06486    48.06101   -65.09397
  71.2648    -17.744434  -45.284492   26.30707     9.914712  -56.867428
  60.43757   -40.170345 ]",65
3,2600.2695,a54568265140adb3aa42784c523e7705c70629800858baaafb6b0f3b4de1b0d0,"[ 49.17762     7.373188  -32.97625     5.3082867  70.5847     45.095036
  29.54832    12.795788   16.628222  -56.281113   48.06101   -65.09397
  71.2648    -17.744434  -45.284492   26.30707     9.914712  -56.867428
  59.974487  -40.388115 ]",70
3,2600.2407,1a86af3169aedf04e08cf10a9dcae00cbc7b609a6183283e629635851f0bf54e,"[ 49.17762     7.4222407 -32.97625     4.924096   70.5847     45.095036
  29.54832    12.577917   16.79549   -56.469574   48.06101   -65.09397
  71.2648    -17.744434  -45.284492   26.30707     9.914712  -56.867428
  60.03433   -40.388115 ]",75
3,2600.1877,8b585e6604b968ca68c5496180a91b9fcae592aad426717ccc910978851c29b9,"[ 49.17762     7.4222407 -32.790924    4.924096   70.5847     45.095036
  29.54832    12.577917   16.79549   -56.281113   47.47942   -65.28794
  71.2648    -17.744434  -45.284492   26.30707     9.914712  -56.867428
  60.03433   -40.388115 ]",80
3,2600.147,109fcaa6a8d2894cfb5cb9e4290f65512835f8c58fb2e2ecd668c0c30dc7393d,"[ 49.17762     7.4222407 -32.790924    4.924096   70.5847     45.095036
  29.54832    12.577917   16.769396  -56.344456   47.47942   -65.28794
  71.2648    -17.843576  -45.284492   26.016579    9.914712  -56.867428
  60.03433   -40.388115 ]",85
3,2600.1328,6c368a4f88c4605b30c4e7c5b52c5eccf970ba7b8315b76479ce3be80686e9e0,"[ 49.17762     7.4222407 -32.790924    4.924096   70.5847     45.095036
  29.54832    12.577917   16.769396  -56.344456   47.779552  -65.28794
  71.2648    -17.843576  -45.284492   26.016579    9.914712  -56.867428
  60.03433   -40.388115 ]",90
3,2600.125,0f0d7f61409c78c661e6e25dabae5f4ac26d7154137e671bd9fa34a1b52a2147,"[ 49.17762     7.4222407 -32.790924    4.924096   70.5847     45.095036
  29.54832    12.577917   16.769396  -56.344456   47.779552  -65.28794
  71.2648    -17.992088  -45.284492   26.016579    9.914712  -56.867428
  60.03433   -40.29548  ]",95
3,2600.115,efce645404f568cb0644cd6e1fbfb0083a1fa3a960ec6918ea0da260f1c93191,"[ 49.17762     7.4222407 -32.790924    4.924096   70.5847     45.095036
  29.54832    12.577917   16.769396  -56.344456   47.677185  -65.28794
  71.2648    -17.992088  -45.284492   26.016579    9.914712  -56.92519
  60.03433   -40.29548  ]",100
3,2600.0981,06bd1d270a406838fb7bd63a8692030f27e39a5d4d58c098366efeb17a4a95c8,"[ 49.17762     7.4222407 -32.790924    4.924096   70.5847     45.095036
  29.441727   12.577917   16.769396  -56.344456   47.779552  -65.28794
  71.2648    -17.992088  -45.418636   26.016579    9.914712  -56.92519
  60.03433   -40.388115 ]",105
3,2600.0818,2673a3e6e217c6e9bfee2905142aa170b2c2c1e8b19080c5513e78e438ee11dc,"[ 49.17762     7.4378166 -32.790924    4.924096   70.64392    45.095036
  29.441727   12.577917   16.769396  -56.344456   47.677185  -65.51263
  71.2648    -17.992088  -45.418636   26.016579    9.914712  -56.92519
  60.03433   -40.29548  ]",110
