 Time_Seconds Best_Fitness
4368 21845.0 43599.0
4372 21865.0 43599.0
4376 21885.0 43599.0
4380 21905.0 43599.0
4384 21925.0 43599.0
4388 21945.0 43599.0
4392 21965.0 43599.0
4396 21985.0 43599.0
4400 22005.0 43599.0
4404 22025.0 43599.0
4408 22045.0 43599.0
4412 22065.0 43599.0
4416 22085.0 43599.0
4420 22105.0 43599.0
4424 22125.0 43599.0
4428 22145.0 43599.0
4432 22165.0 43599.0
4436 22185.0 43599.0
4440 22205.0 43599.0
4444 22225.0 43599.0
4448 22245.0 43599.0
4452 22265.0 43599.0
4456 22285.0 43599.0
4460 22305.0 43599.0
4464 22325.0 43599.0
4468 22345.0 43599.0
4472 22365.0 43599.0
4476 22385.0 43599.0
4480 22405.0 43599.0
4484 22425.0 43599.0
4488 22445.0 43599.0
4492 22465.0 43599.0
4496 22485.0 43599.0
4500 22505.0 43599.0
4504 22525.0 43599.0
4508 22545.0 43599.0
4512 22565.0 43599.0
4516 22585.0 43599.0
4520 22605.0 43599.0
4524 22625.0 43599.0
4528 22645.0 43599.0
4532 22665.0 43599.0
4536 22685.0 43599.0
4540 22705.0 43599.0
4544 22725.0 43599.0
4548 22745.0 43599.0
4552 22765.0 43599.0
4556 22785.0 43599.0
4560 22805.0 43599.0
4564 22825.0 43599.0
4568 22845.0 43599.0
4572 22865.0 43599.0
4576 22885.0 43599.0
4580 22905.0 43599.0
4584 22925.0 43599.0
4588 22945.0 43599.0
4592 22965.0 43599.0
4596 22985.0 43599.0
4600 23005.0 43599.0
4604 23025.0 43599.0
4608 23045.0 43582.0
4612 23065.0 43529.0
4616 23085.0 43529.0
4620 23105.0 43529.0
4624 23125.0 43529.0
4628 23145.0 43529.0
4632 23165.0 43529.0
4636 23185.0 43529.0
4640 23205.0 43529.0
4644 23225.0 43529.0
4648 23245.0 43529.0
4652 23265.0 43529.0
4656 23285.0 43529.0
4660 23305.0 43529.0
4664 23325.0 43529.0
4668 23345.0 43529.0
4672 23365.0 43529.0
4676 23385.0 43529.0
4680 23405.0 43529.0
4684 23425.0 43529.0
4688 23445.0 43529.0
4692 23465.0 43529.0
4696 23485.0 43529.0
4700 23505.0 43529.0
4704 23525.0 43529.0
4708 23545.0 43529.0
4712 23565.0 43529.0
4716 23585.0 43529.0
4720 23605.0 43529.0
4724 23625.0 43529.0
4728 23645.0 43529.0
4732 23665.0 43529.0
4736 23685.0 43529.0
4740 23705.0 43529.0
4744 23725.0 43529.0
4748 23745.0 43529.0
4752 23765.0 43529.0
4756 23785.0 43529.0
4760 23805.0 43529.0
4764 23825.0 43529.0
4768 23845.0 43529.0
4772 23865.0 43529.0
4776 23885.0 43529.0
4780 23905.0 43529.0
4784 23925.0 43529.0
4788 23945.0 43529.0
4792 23965.0 43529.0
4796 23985.0 43529.0
4800 24005.0 43529.0
4804 24025.0 43529.0
4808 24045.0 43529.0
4812 24065.0 43529.0
4816 24085.0 43529.0
4820 24105.0 43529.0
4824 24125.0 43529.0
4828 24145.0 43529.0
4832 24165.0 43529.0
4836 24185.0 43529.0
4840 24205.0 43529.0
4844 24225.0 43529.0
4848 24245.0 43529.0
4852 24265.0 43529.0
4856 24285.0 43529.0
4860 24305.0 43529.0
4864 24325.0 43529.0
4868 24345.0 43529.0
4872 24365.0 43529.0
4876 24385.0 43529.0
4880 24405.0 43529.0
4884 24425.0 43529.0
4888 24445.0 43529.0
4892 24465.0 43529.0
4896 24485.0 43529.0
4900 24505.0 43529.0
4904 24525.0 43529.0
4908 24545.0 43529.0
4912 24565.0 43529.0
4916 24585.0 43529.0
4920 24605.0 43529.0
4924 24625.0 43529.0
4928 24645.0 43529.0
4932 24665.0 43529.0
4936 24685.0 43529.0
4940 24705.0 43529.0
4944 24725.0 43529.0
4948 24745.0 43529.0
4952 24765.0 43529.0
4956 24785.0 43529.0
4960 24805.0 43529.0
4964 24825.0 43529.0
4968 24845.0 43529.0
4972 24865.0 43529.0
4976 24885.0 43529.0
4980 24905.0 43529.0
4984 24925.0 43529.0
4988 24945.0 43529.0
4992 24965.0 43529.0
4996 24985.0 43529.0
5000 25005.0 43529.0
5004 25025.0 43529.0
5008 25045.0 43529.0
5012 25065.0 43529.0
5016 25085.0 43529.0
5020 25105.0 43529.0
5024 25125.0 43529.0
5028 25145.0 43529.0
5032 25165.0 43529.0
5036 25185.0 43529.0
5040 25205.0 43529.0
5044 25225.0 43529.0
5048 25245.0 43529.0
5052 25265.0 43529.0
5056 25285.0 43529.0
5060 25305.0 43529.0
5064 25325.0 43529.0
5068 25345.0 43529.0
5072 25365.0 43529.0
5076 25385.0 43529.0
5080 25405.0 43529.0
5084 25425.0 43529.0
5088 25445.0 43529.0
5092 25465.0 43529.0
5096 25485.0 43529.0
5100 25505.0 43529.0
5104 25525.0 43529.0
5108 25545.0 43529.0
5112 25565.0 43529.0
5116 25585.0 43529.0
5120 25605.0 43529.0
5124 25625.0 43529.0
5128 25645.0 43529.0
5132 25665.0 43529.0
5136 25685.0 43529.0
5140 25705.0 43529.0
5144 25725.0 43529.0
5148 25745.0 43529.0
5152 25765.0 43529.0
5156 25785.0 43529.0
5160 25805.0 43529.0
5164 25825.0 43529.0
5168 25845.0 43529.0
5172 25865.0 43529.0
5176 25885.0 43529.0
5180 25905.0 43529.0
5184 25925.0 43529.0
5188 25945.0 43529.0
5192 25965.0 43529.0
5196 25985.0 43529.0
5200 26005.0 43529.0
5204 26025.0 43529.0
5208 26045.0 43529.0
5212 26065.0 43529.0
5216 26085.0 43529.0
5220 26105.0 43529.0
5224 26125.0 43529.0
5228 26145.0 43529.0
5232 26165.0 43529.0
5236 26185.0 43529.0
5240 26205.0 43529.0
5244 26225.0 43529.0
5248 26245.0 43529.0
5252 26265.0 43529.0
5256 26285.0 43529.0
5260 26305.0 43529.0
5264 26325.0 43529.0
5268 26345.0 43529.0
5272 26365.0 43529.0
5276 26385.0 43529.0
5280 26405.0 43529.0
5284 26425.0 43529.0
5288 26445.0 43529.0
5292 26465.0 43529.0
5296 26485.0 43529.0
5300 26505.0 43529.0
5304 26525.0 43529.0
5308 26545.0 43529.0
5312 26565.0 43529.0
5316 26585.0 43529.0
5320 26605.0 43529.0
5324 26625.0 43529.0
5328 26645.0 43529.0
5332 26665.0 43529.0
5336 26685.0 43529.0
5340 26705.0 43529.0
5344 26725.0 43529.0
5348 26745.0 43529.0
5352 26765.0 43529.0
5356 26785.0 43529.0
5360 26805.0 43529.0
5364 26825.0 43529.0
5368 26845.0 43529.0
5372 26865.0 43529.0
5376 26885.0 43529.0
5380 26905.0 43529.0
5384 26925.0 43529.0
5388 26945.0 43529.0
5392 26965.0 43529.0
5396 26985.0 43529.0
5400 27005.0 43529.0
5404 27025.0 43529.0
5408 27045.0 43529.0
5412 27065.0 43529.0
5416 27085.0 43529.0
5420 27105.0 43529.0
5424 27125.0 43529.0
5428 27145.0 43529.0
5432 27165.0 43529.0
5436 27185.0 43529.0
5440 27205.0 43529.0
5444 27225.0 43529.0
5448 27245.0 43529.0
5452 27265.0 43529.0
5456 27285.0 43529.0
5460 27305.0 43529.0
5464 27325.0 43529.0
5468 27345.0 43529.0
5472 27365.0 43529.0
5476 27385.0 43529.0
5480 27405.0 43529.0
5484 27425.0 43529.0
5488 27445.0 43529.0
5492 27465.0 43529.0
5496 27485.0 43529.0
5500 27505.0 43529.0
5504 27525.0 43529.0
5508 27545.0 43529.0
5512 27565.0 43529.0
5516 27585.0 43529.0
5520 27605.0 43529.0
5524 27625.0 43529.0
5528 27645.0 43529.0
5532 27665.0 43529.0
5536 27685.0 43529.0
5540 27705.0 43529.0
5544 27725.0 43529.0
5548 27745.0 43529.0
5552 27765.0 43529.0
5556 27785.0 43529.0
5560 27805.0 43529.0
5564 27825.0 43529.0
5568 27845.0 43529.0
5572 27865.0 43529.0
5576 27885.0 43529.0
5580 27905.0 43529.0
5584 27925.0 43529.0
5588 27945.0 43529.0
5592 27965.0 43529.0
5596 27985.0 43529.0
5600 28005.0 43529.0
5604 28025.0 43529.0
5608 28045.0 43529.0
5612 28065.0 43529.0
5616 28085.0 43529.0
5620 28105.0 43529.0
5624 28125.0 43529.0
5628 28145.0 43529.0
5632 28165.0 43529.0
5636 28185.0 43529.0
5640 28205.0 43529.0
5644 28225.0 43529.0
5648 28245.0 43529.0
5652 28265.0 43529.0
5656 28285.0 43529.0
5660 28305.0 43529.0
5664 28325.0 43529.0
5668 28345.0 43529.0
5672 28365.0 43529.0
5676 28385.0 43529.0
5680 28405.0 43529.0
5684 28425.0 43529.0
5688 28445.0 43529.0
5692 28465.0 43529.0
5696 28485.0 43529.0
5700 28505.0 43529.0
5704 28525.0 43529.0
5708 28545.0 43529.0
5712 28565.0 43529.0
5716 28585.0 43529.0
5720 28605.0 43529.0
5724 28625.0 43529.0
5728 28645.0 43529.0
5732 28665.0 43529.0
5736 28685.0 43529.0
5740 28705.0 43529.0
5744 28725.0 43529.0
5748 28745.0 43529.0
5752 28765.0 43529.0
5756 28785.0 43529.0
5760 28805.0 43529.0
5764 28825.0 43529.0
5768 28845.0 43529.0
5772 28865.0 43529.0
5776 28885.0 43529.0
5780 28905.0 43529.0
5784 28925.0 43529.0
5788 28945.0 43529.0
5792 28965.0 43529.0
5796 28985.0 43529.0
5800 29005.0 43529.0
5804 29025.0 43529.0
5808 29045.0 43529.0
5812 29065.0 43529.0
5816 29085.0 43529.0
5820 29105.0 43529.0
5824 29125.0 43529.0
5828 29145.0 43529.0
5832 29165.0 43529.0
5836 29185.0 43529.0
5840 29205.0 43529.0
5844 29225.0 43529.0
5848 29245.0 43529.0
5852 29265.0 43529.0
5856 29285.0 43529.0
5860 29305.0 43529.0
5864 29325.0 43529.0
5868 29345.0 43529.0
5872 29365.0 43529.0
5876 29385.0 43529.0
5880 29405.0 43529.0
5884 29425.0 43529.0
5888 29445.0 43529.0
5892 29465.0 43529.0
5896 29485.0 43529.0
5900 29505.0 43529.0
5904 29525.0 43529.0
5908 29545.0 43529.0
5912 29565.0 43529.0
5916 29585.0 43529.0
5920 29605.0 43529.0
5924 29625.0 43529.0
5928 29645.0 43529.0
5932 29665.0 43529.0
5936 29685.0 43529.0
5940 29705.0 43529.0
5944 29725.0 43529.0
5948 29745.0 43529.0
5952 29765.0 43529.0
5956 29785.0 43529.0
5960 29805.0 43529.0
5964 29825.0 43529.0
5968 29845.0 43529.0
5972 29865.0 43529.0
2 29885.0 43529.0
6 29905.0 43529.0
10 29925.0 43529.0
14 29945.0 43529.0
18 29965.0 43529.0
22 29985.0 43529.0
26 30005.0 43529.0
30 30025.0 43529.0
34 30045.0 43529.0
38 30065.0 43529.0
42 30085.0 43529.0
46 30105.0 43529.0
50 30125.0 43529.0
54 30145.0 43529.0
58 30165.0 43529.0
62 30185.0 43529.0
66 30205.0 43529.0
70 30225.0 43529.0
74 30245.0 43529.0
78 30265.0 43529.0
82 30285.0 43529.0
86 30305.0 43529.0
90 30325.0 43529.0
94 30345.0 43529.0
98 30365.0 43529.0
102 30385.0 43529.0
106 30405.0 43529.0
110 30425.0 43529.0
114 30445.0 43529.0
118 30465.0 43529.0
122 30485.0 43529.0
126 30505.0 43529.0
130 30525.0 43529.0
134 30545.0 43529.0
138 30565.0 43529.0
142 30585.0 43529.0
146 30605.0 43529.0
150 30625.0 43529.0
154 30645.0 43529.0
158 30665.0 43529.0
162 30685.0 43529.0
166 30705.0 43529.0
170 30725.0 43529.0
174 30745.0 43529.0
178 30765.0 43529.0
182 30785.0 43529.0
186 30805.0 43529.0
190 30825.0 43529.0
194 30845.0 43529.0
198 30865.0 43529.0
202 30885.0 43529.0
206 30905.0 43529.0
210 30925.0 43529.0
214 30945.0 43529.0
218 30965.0 43529.0
222 30985.0 43529.0
226 31005.0 43529.0
230 31025.0 43529.0
234 31045.0 43529.0
238 31065.0 43529.0
242 31085.0 43529.0
246 31105.0 43529.0
250 31125.0 43529.0
254 31145.0 43529.0
258 31165.0 43529.0
262 31185.0 43529.0
266 31205.0 43529.0
270 31225.0 43529.0
274 31245.0 43529.0
278 31265.0 43529.0
282 31285.0 43529.0
286 31305.0 43529.0
290 31325.0 43529.0
294 31345.0 43529.0
298 31365.0 43529.0
302 31385.0 43529.0
306 31405.0 43529.0
310 31425.0 43529.0
314 31445.0 43529.0
318 31465.0 43529.0
322 31485.0 43529.0
326 31505.0 43529.0
330 31525.0 43529.0
334 31545.0 43529.0
338 31565.0 43529.0
342 31585.0 43529.0
346 31605.0 43529.0
350 31625.0 43529.0
354 31645.0 43529.0
358 31665.0 43529.0
362 31685.0 43529.0
366 31705.0 43529.0
370 31725.0 43529.0
374 31745.0 43529.0
378 31765.0 43529.0
382 31785.0 43529.0
386 31805.0 43529.0
390 31825.0 43529.0
394 31845.0 43529.0
398 31865.0 43529.0
402 31885.0 43529.0
406 31905.0 43529.0
410 31925.0 43529.0
414 31945.0 43529.0
418 31965.0 43529.0
422 31985.0 43529.0
426 32005.0 43529.0
430 32025.0 43529.0
434 32045.0 43529.0
438 32065.0 43529.0
442 32085.0 43529.0
446 32105.0 43529.0
450 32125.0 43529.0
454 32145.0 43529.0
458 32165.0 43529.0
462 32185.0 43529.0
466 32205.0 43529.0
470 32225.0 43529.0
474 32245.0 43529.0
478 32265.0 43529.0
482 32285.0 43529.0
486 32305.0 43529.0
490 32325.0 43529.0
494 32345.0 43529.0
498 32365.0 43529.0
502 32385.0 43529.0
506 32405.0 43529.0
510 32425.0 43529.0
514 32445.0 43529.0
518 32465.0 43529.0
522 32485.0 43529.0
526 32505.0 43529.0
530 32525.0 43529.0
534 32545.0 43529.0
538 32565.0 43529.0
542 32585.0 43529.0
546 32605.0 43529.0
550 32625.0 43529.0
554 32645.0 43529.0
558 32665.0 43529.0
562 32685.0 43529.0
566 32705.0 43529.0
570 32725.0 43529.0
574 32745.0 43529.0
578 32765.0 43529.0
582 32785.0 43529.0
586 32805.0 43529.0
590 32825.0 43529.0
594 32845.0 43529.0
598 32865.0 43529.0
602 32885.0 43529.0
606 32905.0 43529.0
610 32925.0 43529.0
614 32945.0 43529.0
618 32965.0 43529.0
622 32985.0 43529.0
626 33005.0 43529.0
630 33025.0 43529.0
634 33045.0 43529.0
638 33065.0 43529.0
642 33085.0 43529.0
646 33105.0 43529.0
650 33125.0 43529.0
654 33145.0 43529.0
658 33165.0 43529.0
662 33185.0 43529.0
666 33205.0 43529.0
670 33225.0 43529.0
674 33245.0 43529.0
678 33265.0 43529.0
682 33285.0 43529.0
686 33305.0 43529.0
690 33325.0 43529.0
694 33345.0 43529.0
698 33365.0 43529.0
702 33385.0 43529.0
706 33405.0 43529.0
710 33425.0 43529.0
714 33445.0 43529.0
718 33465.0 43529.0
722 33485.0 43529.0
726 33505.0 43529.0
730 33525.0 43529.0
734 33545.0 43529.0
738 33565.0 43529.0
742 33585.0 43529.0
746 33605.0 43529.0
750 33625.0 43529.0
754 33645.0 43529.0
758 33665.0 43529.0
762 33685.0 43529.0
766 33705.0 43529.0
770 33725.0 43529.0
774 33745.0 43529.0
778 33765.0 43529.0
782 33785.0 43529.0
786 33805.0 43529.0
790 33825.0 43529.0
794 33845.0 43529.0
798 33865.0 43529.0
802 33885.0 43529.0
806 33905.0 43529.0
810 33925.0 43529.0
814 33945.0 43529.0
818 33965.0 43529.0
822 33985.0 43529.0
826 34005.0 43529.0
830 34025.0 43529.0
834 34045.0 43529.0
838 34065.0 43529.0
842 34085.0 43529.0
846 34105.0 43529.0
850 34125.0 43529.0
854 34145.0 43529.0
858 34165.0 43529.0
862 34185.0 43529.0
866 34205.0 43529.0
870 34225.0 43529.0
874 34245.0 43529.0
878 34265.0 43529.0
882 34285.0 43529.0
886 34305.0 43529.0
890 34325.0 43529.0
894 34345.0 43529.0
898 34365.0 43529.0
902 34385.0 43529.0
906 34405.0 43529.0
910 34425.0 43529.0
914 34445.0 43529.0
918 34465.0 43529.0
922 34485.0 43529.0
926 34505.0 43529.0
930 34525.0 43529.0
934 34545.0 43529.0
938 34565.0 43529.0
942 34585.0 43529.0
946 34605.0 43529.0
950 34625.0 43529.0
954 34645.0 43529.0
958 34665.0 43529.0
962 34685.0 43529.0
966 34705.0 43529.0
970 34725.0 43529.0
974 34745.0 43529.0
978 34765.0 43529.0
982 34785.0 43529.0
986 34805.0 43529.0
990 34825.0 43529.0
994 34845.0 43529.0
998 34865.0 43529.0
1002 34885.0 43529.0
1006 34905.0 43529.0
1010 34925.0 43529.0
1014 34945.0 43529.0
1018 34965.0 43529.0
1022 34985.0 43529.0
1026 35005.0 43529.0
1030 35025.0 43529.0
1034 35045.0 43529.0
1038 35065.0 43529.0
1042 35085.0 43529.0
1046 35105.0 43529.0
1050 35125.0 43529.0
1054 35145.0 43529.0
1058 35165.0 43529.0
1062 35185.0 43529.0
1066 35205.0 43529.0
1070 35225.0 43529.0
1074 35245.0 43529.0
1078 35265.0 43529.0
1082 35285.0 43529.0
1086 35305.0 43529.0
1090 35325.0 43529.0
1094 35345.0 43529.0
1098 35365.0 43529.0
1102 35385.0 43529.0
1106 35405.0 43529.0
1110 35425.0 43529.0
1114 35445.0 43529.0
1118 35465.0 43529.0
1122 35485.0 43529.0
1126 35505.0 43529.0
1130 35525.0 43529.0
1134 35545.0 43529.0
1138 35565.0 43529.0
1142 35585.0 43529.0
1146 35605.0 43529.0
1150 35625.0 43529.0
1154 35645.0 43529.0
1158 35665.0 43529.0
1162 35685.0 43529.0
1166 35705.0 43529.0
1170 35725.0 43529.0
1174 35745.0 43529.0
1178 35765.0 43529.0
1182 35785.0 43529.0
1186 35805.0 43529.0
1190 35825.0 43529.0
1194 35845.0 43529.0
1198 35865.0 43529.0
1202 35885.0 43529.0
1206 35905.0 43529.0
1210 35925.0 43529.0
1214 35945.0 43529.0
1218 35965.0 43529.0
1222 35985.0 43529.0
1226 36005.0 43529.0
1230 36025.0 43529.0
1234 36045.0 43529.0
1238 36065.0 43529.0
1242 36085.0 43529.0
1246 36105.0 43529.0
1250 36125.0 43529.0
1254 36145.0 43529.0
1258 36165.0 43529.0
1262 36185.0 43529.0
1266 36205.0 43529.0
1270 36225.0 43529.0
1274 36245.0 43529.0
1278 36265.0 43529.0
1282 36285.0 43529.0
1286 36305.0 43529.0
1290 36325.0 43529.0
1294 36345.0 43529.0
1298 36365.0 43529.0
1302 36385.0 43529.0
1306 36405.0 43529.0
1310 36425.0 43529.0
1314 36445.0 43529.0
1318 36465.0 43529.0
1322 36485.0 43529.0
1326 36505.0 43529.0
1330 36525.0 43529.0
1334 36545.0 43529.0
1338 36565.0 43529.0
1342 36585.0 43529.0
1346 36605.0 43529.0
1350 36625.0 43529.0
1354 36645.0 43529.0
1358 36665.0 43529.0
1362 36685.0 43529.0
1366 36705.0 43529.0
1370 36725.0 43529.0
1374 36745.0 43529.0
1378 36765.0 43529.0
1382 36785.0 43529.0
1386 36805.0 43529.0
1390 36825.0 43529.0
1394 36845.0 43529.0
1398 36865.0 43529.0
1402 36885.0 43529.0
1406 36905.0 43529.0
1410 36925.0 43529.0
1414 36945.0 43529.0
1418 36965.0 43529.0
1422 36985.0 43529.0
1426 37005.0 43529.0
1430 37025.0 43529.0
1434 37045.0 43529.0
1438 37065.0 43529.0
1442 37085.0 43529.0
1446 37105.0 43529.0
1450 37125.0 43529.0
1454 37145.0 43529.0
1458 37165.0 43529.0
1462 37185.0 43529.0
1466 37205.0 43529.0
1470 37225.0 43529.0
1474 37245.0 43529.0
1478 37265.0 43529.0
1482 37285.0 43529.0
1486 37305.0 43529.0
1490 37325.0 43529.0
1494 37345.0 43529.0
1498 37365.0 43529.0
1502 37385.0 43529.0
1506 37405.0 43529.0
1510 37425.0 43529.0
1514 37445.0 43529.0
1518 37465.0 43529.0
1522 37485.0 43529.0
1526 37505.0 43529.0
1530 37525.0 43529.0
1534 37545.0 43529.0
1538 37565.0 43529.0
1542 37585.0 43529.0
1546 37605.0 43529.0
1550 37625.0 43529.0
1554 37645.0 43529.0
1558 37665.0 43529.0
1562 37685.0 43529.0
1566 37705.0 43529.0
1570 37725.0 43529.0
1574 37745.0 43529.0
1578 37765.0 43529.0
1582 37785.0 43529.0
1586 37805.0 43529.0
1590 37825.0 43529.0
1594 37845.0 43529.0
1598 37865.0 43529.0
1602 37885.0 43529.0
1606 37905.0 43529.0
1610 37925.0 43529.0
1614 37945.0 43529.0
1618 37965.0 43529.0
1622 37985.0 43529.0
1626 38005.0 43529.0
1630 38025.0 43529.0
1634 38045.0 43529.0
1638 38065.0 43529.0
1642 38085.0 43529.0
1646 38105.0 43529.0
1650 38125.0 43529.0
1654 38145.0 43529.0
1658 38165.0 43529.0
1662 38185.0 43529.0
1666 38205.0 43529.0
1670 38225.0 43529.0
1674 38245.0 43529.0
1678 38265.0 43529.0
1682 38285.0 43529.0
1686 38305.0 43529.0
1690 38325.0 43529.0
1694 38345.0 43529.0
1698 38365.0 43529.0
1702 38385.0 43529.0
1706 38405.0 43529.0
1710 38425.0 43529.0
1714 38445.0 43529.0
1718 38465.0 43529.0
1722 38485.0 43529.0
1726 38505.0 43529.0
1730 38525.0 43529.0
1734 38545.0 43529.0
1738 38565.0 43529.0
1742 38585.0 43529.0
1746 38605.0 43529.0
1750 38625.0 43529.0
1754 38645.0 43529.0
1758 38665.0 43529.0
1762 38685.0 43529.0
1766 38705.0 43529.0
1770 38725.0 43529.0
1774 38745.0 43529.0
1778 38765.0 43529.0
1782 38785.0 43529.0
1786 38805.0 43529.0
1790 38825.0 43529.0
1794 38845.0 43529.0
1798 38865.0 43529.0
1802 38885.0 43529.0
1806 38905.0 43529.0
1810 38925.0 43529.0
1814 38945.0 43529.0
1818 38965.0 43529.0
1822 38985.0 43529.0
1826 39005.0 43529.0
1830 39025.0 43529.0
1834 39045.0 43529.0
1838 39065.0 43529.0
1842 39085.0 43529.0
1846 39105.0 43529.0
1850 39125.0 43529.0
1854 39145.0 43529.0
1858 39165.0 43529.0
1862 39185.0 43529.0
1866 39205.0 43529.0
1870 39225.0 43529.0
1874 39245.0 43529.0
1878 39265.0 43529.0
1882 39285.0 43529.0
1886 39305.0 43529.0
1890 39325.0 43529.0
1894 39345.0 43529.0
1898 39365.0 43529.0
1902 39385.0 43529.0
1906 39405.0 43529.0
1910 39425.0 43529.0
1914 39445.0 43529.0
1918 39465.0 43529.0
1922 39485.0 43529.0
1926 39505.0 43529.0
1930 39525.0 43529.0
1934 39545.0 43529.0
1938 39565.0 43529.0
1942 39585.0 43529.0
1946 39605.0 43529.0
1950 39625.0 43529.0
1954 39645.0 43529.0
1958 39665.0 43529.0
1962 39685.0 43529.0
1966 39705.0 43529.0
1970 39725.0 43529.0
1974 39745.0 43529.0
1978 39765.0 43529.0
1982 39785.0 43529.0
1986 39805.0 43529.0
1990 39825.0 43529.0
1994 39845.0 43529.0
1998 39865.0 43529.0
2002 39885.0 43529.0
2006 39905.0 43529.0
2010 39925.0 43529.0
2014 39945.0 43529.0
2018 39965.0 43529.0
2022 39985.0 43529.0
2026 40005.0 43529.0
2030 40025.0 43529.0
2034 40045.0 43529.0
2038 40065.0 43529.0
2042 40085.0 43529.0
2046 40105.0 43529.0
2050 40125.0 43529.0
2054 40145.0 43529.0
2058 40165.0 43529.0
2062 40185.0 43529.0
2066 40205.0 43529.0
2070 40225.0 43529.0
2074 40245.0 43529.0
2078 40265.0 43529.0
2082 40285.0 43529.0
2086 40305.0 43529.0
2090 40325.0 43529.0
2094 40345.0 43529.0
2098 40365.0 43529.0
2102 40385.0 43529.0
2106 40405.0 43529.0
2110 40425.0 43529.0
2114 40445.0 43529.0
2118 40465.0 43529.0
2122 40485.0 43529.0
2126 40505.0 43529.0
2130 40525.0 43529.0
2134 40545.0 43529.0
2138 40565.0 43529.0
2142 40585.0 43529.0
2146 40605.0 43529.0
2150 40625.0 43529.0
2154 40645.0 43529.0
2158 40665.0 43529.0
2162 40685.0 43529.0
2166 40705.0 43529.0
2170 40725.0 43529.0
2174 40745.0 43529.0
2178 40765.0 43529.0
2182 40785.0 43529.0
2186 40805.0 43529.0
2190 40825.0 43529.0
2194 40845.0 43529.0
2198 40865.0 43529.0
2202 40885.0 43529.0
2206 40905.0 43529.0
2210 40925.0 43529.0
2214 40945.0 43529.0
2218 40965.0 43529.0
2222 40985.0 43529.0
2226 41005.0 43529.0
2230 41025.0 43529.0
2234 41045.0 43529.0
2238 41065.0 43529.0
2242 41085.0 43529.0
2246 41105.0 43529.0
2250 41125.0 43529.0
2254 41145.0 43529.0
2258 41165.0 43529.0
2262 41185.0 43529.0
2266 41205.0 43529.0
2270 41225.0 43529.0
2274 41245.0 43529.0
2278 41265.0 43529.0
2282 41285.0 43529.0
2286 41305.0 43529.0
2290 41325.0 43529.0
2294 41345.0 43529.0
2298 41365.0 43529.0
2302 41385.0 43529.0
2306 41405.0 43529.0
2310 41425.0 43529.0
2314 41445.0 43529.0
2318 41465.0 43529.0
2322 41485.0 43529.0
2326 41505.0 43529.0
2330 41525.0 43529.0
2334 41545.0 43529.0
2338 41565.0 43529.0
2342 41585.0 43529.0
2346 41605.0 43529.0
2350 41625.0 43529.0
2354 41645.0 43529.0
2358 41665.0 43529.0
2362 41685.0 43529.0
2366 41705.0 43529.0
2370 41725.0 43529.0
2374 41745.0 43529.0
2378 41765.0 43529.0
2382 41785.0 43529.0
2386 41805.0 43529.0
2390 41825.0 43529.0
2394 41845.0 43529.0
2398 41865.0 43529.0
2402 41885.0 43529.0
2406 41905.0 43529.0
2410 41925.0 43529.0
2414 41945.0 43529.0
2418 41965.0 43529.0
2422 41985.0 43529.0
2426 42005.0 43529.0
2430 42025.0 43529.0
2434 42045.0 43529.0
2438 42065.0 43529.0
2442 42085.0 43529.0
2446 42105.0 43529.0
2450 42125.0 43529.0
2454 42145.0 43529.0
2458 42165.0 43529.0
2462 42185.0 43529.0
2466 42205.0 43529.0
2470 42225.0 43529.0
2474 42245.0 43529.0
2478 42265.0 43529.0
2482 42285.0 43529.0
2486 42305.0 43529.0
2490 42325.0 43529.0
2494 42345.0 43529.0
2498 42365.0 43529.0
2502 42385.0 43529.0
2506 42405.0 43529.0
2510 42425.0 43529.0
2514 42445.0 43529.0
2518 42465.0 43529.0
2522 42485.0 43529.0
2526 42505.0 43529.0
2530 42525.0 43529.0
2534 42545.0 43529.0
2538 42565.0 43529.0
2542 42585.0 43529.0
2546 42605.0 43529.0
2550 42625.0 43529.0
2554 42645.0 43529.0
2558 42665.0 43529.0
2562 42685.0 43529.0
2566 42705.0 43529.0
2570 42725.0 43529.0
2574 42745.0 43529.0
2578 42765.0 43529.0
2582 42785.0 43529.0
2586 42805.0 43529.0
2590 42825.0 43529.0
2594 42845.0 43529.0
2598 42865.0 43529.0
2602 42885.0 43529.0
2606 42905.0 43529.0
2610 42925.0 43529.0
2614 42945.0 43529.0
2618 42965.0 43529.0
2622 42985.0 43529.0
2626 43005.0 43529.0
2630 43025.0 43529.0
2634 43045.0 43529.0
2638 43065.0 43529.0
2642 43085.0 43529.0
2646 43105.0 43529.0
2650 43125.0 43529.0
2654 43145.0 43529.0
2658 43165.0 43529.0
2662 43185.0 43529.0
2666 43205.0 43529.0
2670 43225.0 43529.0
2674 43245.0 43529.0
2678 43265.0 43529.0
2682 43285.0 43529.0
2686 43305.0 43529.0
2690 43325.0 43529.0
2694 43345.0 43529.0
2698 43365.0 43529.0
2702 43385.0 43529.0
2706 43405.0 43529.0
2710 43425.0 43529.0
2714 43445.0 43529.0
2718 43465.0 43529.0
2722 43485.0 43529.0
2726 43505.0 43529.0
2730 43525.0 43529.0
2734 43545.0 43529.0
2738 43565.0 43529.0
2742 43585.0 43529.0
2746 43605.0 43529.0
2750 43625.0 43529.0
2754 43645.0 43529.0
2758 43665.0 43529.0
2762 43685.0 43529.0
2766 43705.0 43529.0
